0.5832301964540939, 0.8658591703824601, 0.3234863016856917, 0.05108680858794867, 0.8149177489786897, 0.3388205047105888, 0.09411855543528058, 0.2592078209278721, 0.37283867703802254, 0.019141273295367633, 
0.7400660791526702, 0.6352327274538493, 0.6728052750556548, 0.827607067415374, 0.3246308691515023, 0.8293420128321413, 0.6840309333803196, 0.7942822023881866, 0.4341898565876614, 0.7631650438043966, 
0.47403803626485363, 0.3511016957160352, 0.9657968359015066, 0.08612141850663513, 0.4286092779855467, 0.12137416321282746, 0.5807647316752104, 0.20593974360461909, 0.9833043804756775, 0.9814494816236998, 
0.24147484728563795, 0.600037065940707, 0.6190480290423042, 0.895859795664436, 0.7913858907053685, 0.5661163089715886, 0.6695749540363529, 0.40854751008463275, 0.27709880571270373, 0.18983963212232002, 
0.6044036128098046, 0.5857179552211492, 0.36126071638191937, 0.7002962552779607, 0.6706044337573699, 0.7301357498867311, 0.20152110802738132, 0.5174284923319123, 0.16504671988899078, 0.10696839233215794, 
0.4576606690445083, 0.7882033552456933, 0.757893751119199, 0.004259516105223127, 0.02119103777093667, 0.8617350548515292, 0.33876351581181396, 0.036784119470836485, 0.5905431942581049, 0.6581657757190353, 
0.7593210709049893, 0.5913457844065254, 0.3754799999946117, 0.8402284070488601, 0.4588496624517, 0.0012579810485995324, 0.36399800857201026, 0.5206485120797948, 0.6878688450875658, 0.2916833002053767, 
0.9686335730116918, 0.5082127975882201, 0.27296020512214525, 0.38344155564406657, 0.9227515963918345, 0.4013682746118842, 0.9274044060165946, 0.4284859923025711, 0.9449902782804597, 0.04115836277610074, 
0.6952194629910932, 0.748095060391781, 0.018174437007111965, 0.5524589005717554, 0.7534379712809015, 0.31321615238409783, 0.25540059187913267, 0.13856941734310024, 0.42675155772784534, 0.6495971775760114, 
0.3093982725022826, 0.05479851353313747, 0.18480729338053303, 0.42238812860406705, 0.21666226782642795, 0.4155777759046898, 0.1707652927224016, 0.7135788859407461, 0.5292168891091417, 0.25672308829104307

0.8016268661677489, 0.24803924915467346, 0.5724792695034534, 0.5005734944118311, 0.8499370730932259, 0.5827258799236521, 0.012875862087769918, 0.6602605321938205, 0.9348392596910811, 0.7944871571397111, 0.6526918474530913, 0.12220097412035447, 0.23624743301935958, 0.9419667638756098, 0.5367493936847947, 0.49939948430535375, 0.3821100092692009, 0.09735031036331288, 0.6734781935944706, 0.8259248439619344, 0.6812730265202227, 0.8379489719705709, 0.1266831153796475, 0.9229644716747717, 0.7092443302963553, 0.8999792484657991, 0.8681646337213066, 0.14750851660882303, 0.23930020715033806, 0.040570581904523784, 0.6957347450246962, 0.8648015920024027, 0.5743840488534151, 0.43738387709588467, 0.6486786503587293, 0.9544335936689247, 0.8909234107934266, 0.8129310205674674, 0.8065813763490968, 0.4844674845109298, 0.8400547567309083, 0.03575066484969869, 0.5949728192057914, 0.042529431262429584, 0.07396410016878485, 0.36053007719155994, 0.16162018031720737, 0.9336105526925377, 0.9445843278881135, 0.474898047916536, 0.5254489753747439, 0.628845987025983, 0.5747582216281979, 0.2349100338544704, 0.7690569694355364, 0.24849909650617452, 0.4337011039121179, 0.3660432643225232, 0.0059651728076249855, 0.5779575284599622, 0.8045663504088533, 0.19996699866685785, 0.1211153078048457, 0.13646285651022694, 0.37291351902550973, 0.87729325452563, 0.5171045969651121, 0.5133330881751849, 0.4183446535882773, 0.14515540858868703, 0.8553895190465047, 0.4782469768129023, 0.2375554136376311, 0.6918900583284033, 0.18742938744936943, 0.4300806755484502, 0.37894897127848937, 0.3651541574387117, 0.659035738859154, 0.3265882450224675, 0.2962493755425494, 0.7396789151467241, 0.27408279406811153, 0.45100209485600096, 0.014774596815529728, 0.1902132126522854, 0.3097336901675637, 0.17503775187590898, 0.1644211607782633, 0.008225248539151964, 0.13287076045932944, 0.44764879752563236, 0.6529032818911074, 0.5124843649506146, 0.5560390041529912, 0.2452194137536967, 0.7232428121463188, 0.376968743977082, 0.5398867441777335, 0.7435466453366292
