0.5432720268083986, 0.3765290748755259, 0.41840123313637434, 0.760270815003544, 0.5345268749564477, 0.31654593981817547, 0.12118757048621209, 0.2536715220593079, 0.3891021467642627, 0.16272115474781745, 
0.33847749605225497, 0.35229052122051685, 0.14948654326054645, 0.667066190131382, 0.25139478036310403, 0.5982848502528646, 0.09676423863627948, 0.08011008012770182, 0.9977828671285581, 0.143795969633272, 
0.0986453450153445, 0.9783334687789439, 0.2980485730779938, 0.08143023881042522, 0.09921931521428484, 0.4001116203135615, 0.1026524600567289, 0.7682401419656691, 0.9514431361208457, 0.03595858666507534, 
0.039951705974654805, 0.5127544923128396, 0.20606602006363717, 0.7992675717840394, 0.7573485043584378, 0.1631261228407488, 0.1959394469339668, 0.15148024031919105, 0.934533905370733, 0.4126410623963377, 
0.6536142342121163, 0.042141090132739256, 0.9015290857651527, 0.7028016377444206, 0.045642507033579416, 0.4550147256109812, 0.4165577107464785, 0.7158088286796543, 0.705264628813323, 0.3603782891501137, 
0.6944147920013011, 0.010579191750099581, 0.9164728275163776, 0.5430376549036785, 0.4321513540485181, 0.6011681280802242, 0.54844819420627, 0.7508351354530106, 0.7374972009518632, 0.042799216376015914, 
0.5886638952927595, 0.8854923197283325, 0.34465352697969964, 0.5448890170354764, 0.732964631154428, 0.6427368697471401, 0.3033076468545478, 0.20036877379982176, 0.329902509628501, 0.3837264358379915, 
0.8159380196380874, 0.06754929360323525, 0.2865294687794848, 0.5047866343819875, 0.24685649689117128, 0.19271758280813456, 0.8222617162000765, 0.21169843512302833, 0.2592071503522667, 0.8807423958446087, 
0.3514936702223529, 0.6717216068359962, 0.43266786864559703, 0.2546587796640941, 0.5093724403281366, 0.924010802341919, 0.4083354440637673, 0.08566997371050722, 0.5255578999832579, 0.846437453448031, 
0.19415929887167105, 0.026383485135585416, 0.3935165409729713, 0.5180709010640183, 0.8821418927068237, 0.9970947305197309, 0.9078147166585838, 0.19354060847538046, 0.9553875659448899, 0.06313967991033564

0.867268598898879, 0.7420458099143301, 0.3014411504375446, 0.018880352661265642, 0.26356651578196866, 0.8547912112274769, 0.1855616199632475, 0.9027045383707377, 0.426670554375594, 0.13945863998631258, 0.6127105625996501, 0.7984872969470957, 0.6547872731793183, 0.7496885173003139, 0.5588168488202941, 0.5964504228908327, 0.7148064545503867, 0.7242059267368528, 0.26401917453192303, 0.43190485086227703, 0.6881462803435244, 0.7929523398156406, 0.6139125577730933, 0.9656737530985738, 0.6711449407995075, 0.490109970917206, 0.7922547337093755, 0.03912401236795093, 0.1527756870226682, 0.3322690653604964, 0.9515547226688844, 0.7447265949280698, 0.5472466322341989, 0.6814179107401344, 0.6510474268494064, 0.32054739212075534, 0.9494353925843227, 0.052419112328347506, 0.8877137321502482, 0.06883305826785291, 0.6333374984612284, 0.32575171005726666, 0.7430336634631767, 0.012647576565962049, 0.7987639671734924, 0.6628782090707387, 0.40389418665522225, 0.5648351904168811, 0.6316400493997533, 0.9537864020901293, 0.3346161100913583, 0.011671159860452418, 0.8770052533101677, 0.7806244718314931, 0.8408386043826489, 0.76471721722348, 0.5410379810808996, 0.4650588255595036, 0.869007520677294, 0.10580043910629988, 0.8109039934938602, 0.5700956026785847, 0.2707951387381643, 0.04613419328061141, 0.9776026897132507, 0.8471391860908118, 0.5150074121485113, 0.9178410555154303, 0.9874354783328665, 0.18680527670953517, 0.8259244801318134, 0.8538148244829847, 0.688392289959928, 0.8248257079606022, 0.18374439747438254, 0.09151236570180032, 0.9346341639995172, 0.7610328856092347, 0.9744277725491153, 0.6110196146397615, 0.43385395102763147, 0.46672702916260944, 0.5555381807409857, 0.9448867913257716, 0.13967883310416807, 0.77873235719686, 0.41012729653839697, 0.8892438174255997, 0.8243469433869766, 0.7156447114664741, 0.024388635892763744, 0.8611886289798029, 0.1371480515855319, 0.05150094741648659, 0.26143011001561034, 0.9518559431277477, 0.03465756602418113, 0.37204928527979164, 0.47778677894592914, 0.8478102097741366
