0.471047037879203, 0.4780824332147132, 0.2497397681836102, 0.38421508540633, 0.31851380589728306, 0.068942520124603, 0.004062939190549453, 0.20141293370050484, 0.8166787989987254, 0.35795067002672476, 
0.796164501536733, 0.668826047788774, 0.6295069978296179, 0.5647359754255956, 0.2854757717023192, 0.14057746667362225, 0.8973423049039952, 0.14524857591153162, 0.8539594771338461, 0.3397980349455362, 
0.30596938947821084, 0.9978968339438942, 0.1608822127180496, 0.317456097180034, 0.010800583502048378, 0.7737788036568686, 0.9360446487593119, 0.20999249757457594, 0.35013010233618247, 0.4550596926587238, 
0.08006790700475497, 0.4181052253157963, 0.3189341232166385, 0.929934483821722, 0.4830656775599039, 0.338103347384879, 0.6522044204823985, 0.4981934653153306, 0.3863219301560049, 0.4127707947597997, 
0.8607594928242616, 0.3129031665706844, 0.8567326020872525, 0.2981565459276545, 0.4165514475308012, 0.059767370949505905, 0.9008243443187581, 0.022465111079449818, 0.43135988460062447, 0.28344273313538004, 
0.32621268921134516, 0.8679286323858355, 0.6845580424166458, 0.9439971581826082, 0.5060515423717296, 0.12505746562304454, 0.7958999644387065, 0.9166287457315853, 0.7271630571021821, 0.3754616822893112, 
0.8884757744317416, 0.6212614322177076, 0.43056848304746487, 0.9606718263590275, 0.4292050049854105, 0.274066421797741, 0.4017382269072036, 0.4359665825081893, 0.8370292159991851, 0.6857880551985569, 
0.24615909175611217, 0.15123580772995138, 0.7171358777155521, 0.18394819776344917, 0.7971531371761175, 0.8221343262315274, 0.3756912990579988, 0.750891054550213, 0.9524110452613425, 0.7465942903393212, 
0.6549678335189746, 0.42920067123993644, 0.4226781811687833, 0.46100642390445834, 0.7153291477037169, 0.21553631850975596, 0.34771626783471477, 0.027988970454251638, 0.540494033299856, 0.9232005453826205, 
0.07657195829456898, 0.32565235320827335, 0.6424926940325202, 0.7394241362885321, 0.3468787422065318, 0.761950091775167, 0.4848968970345491, 0.5216074610536097, 0.36483976429479703, 0.2975808014371568

0.07800449456199732, 0.008866015604400257, 0.8049552143374816, 0.6402461294763792, 0.042909277322128236, 0.5362969638715902, 0.11000298546071818, 0.1482467208891568, 0.011034947499833692, 0.40799147231444055, 0.003749194220922236, 0.03593632552448023, 0.23312751717609537, 0.7863880945808842, 0.33786717676008404, 0.9007803642768415, 0.8545186087180805, 0.3230036058917296, 0.41371470264426913, 0.9364387790549032, 0.9498456792242059, 0.8817801118006543, 0.3244578886326277, 0.897324026459395, 0.549644570889495, 0.7938151328094766, 0.8301839458011824, 0.08447886773983637, 0.718928568474754, 0.9210144379661627, 0.9119874897556944, 0.6801767814163983, 0.4179886665859408, 0.41711948417997124, 0.27656713194116844, 0.08704493921939993, 0.13215666968262585, 0.28095244994727364, 0.6840131303506575, 0.5751203755063244, 0.07810812721156057, 0.24086702198382004, 0.43657025350658274, 0.03859129266691508, 0.46083994749956037, 0.4229020003587265, 0.9027085020713218, 0.0938712565256008, 0.7275177899691041, 0.36930860117738384, 0.45300224068960826, 0.4101670304141084, 0.07451906848051437, 0.16678824828009275, 0.7633646026031513, 0.4372360836813344, 0.8699832731372373, 0.11732766008989404, 0.09322182943988055, 0.36870088268107815, 0.29584229228805337, 0.010177592360857579, 0.16789299972242533, 0.7472444868628367, 0.5590774791952849, 0.18686181114878486, 0.42812368903766973, 0.7778557947027306, 0.1364806679907704, 0.4730330457892613, 0.2044205106312691, 0.5077598971193997, 0.9932560614860396, 0.5967183126826455, 0.8198662645112179, 0.5445725246044498, 0.6901269407660469, 0.5692731265057935, 0.17853170869573742, 0.8530542382440525, 0.9926770413643324, 0.0776674947506456, 0.19892812574435037, 0.6905230848357993, 0.004281868242477116, 0.04502247713448271, 0.11216484702755736, 0.4596512437505367, 0.32979412268660635, 0.9453405862861819, 0.7252395240991056, 0.3468367575861113, 0.3525799350882175, 0.6138236168524871, 0.6745161660270247, 0.9234481830411471, 0.8190975276776579, 0.9693865223494066, 0.5280325216959013, 0.9756117738189071
