0.5736222443105635, 0.9905502752409993, 0.32620967148770674, 0.13112282055141034, 0.9149391908472121, 0.034189319141676666, 0.25914023676244, 0.7578512913828325, 0.5453471102199609, 0.9279765057025784, 
0.2382419655193032, 0.5754454345451167, 0.194286136758259, 0.40099137139922314, 0.09998301862825076, 0.8912789548453263, 0.4540232803496004, 0.1318724175008339, 0.7089933780821368, 0.2564318963754868, 
0.5890359874657703, 0.24284950539053052, 0.6042095998706091, 0.11173626952885951, 0.4165176739471673, 0.762699200085413, 0.6530715562097139, 0.990853333950829, 0.5201344200523246, 0.39832755518591234, 
0.8355187284784452, 0.6712601640463496, 0.9322949444448818, 0.8528520141501571, 0.5586724939370865, 0.697396292055252, 0.8991737177589632, 0.605588118510174, 0.525900850622502, 0.35705397448525744, 
0.8489161516433272, 0.13405817929445718, 0.2026064193915743, 0.8281417732017131, 0.48639011303203084, 0.6465935610365261, 0.22418150561028172, 0.7451033369193715, 0.3325663625515033, 0.5804060258134002, 
0.5423794359081676, 0.6758242793603304, 0.6294494536811289, 0.8215221505060843, 0.08494989231414207, 0.24914275147338905, 0.6138959821788336, 0.3642281528639486, 0.3966203943929758, 0.09586286587939996, 
0.8210275254515428, 0.5248406161917204, 0.7133005019583805, 0.059883616072424206, 0.5288238606887328, 0.8062467130361446, 0.1836715656700112, 0.4211578781271811, 0.13743779777936216, 0.9843872003386923, 
0.8730657061496013, 0.04695171481496352, 0.4491972615988584, 0.1924380325487205, 0.9320625376972412, 0.4403848401152969, 0.9419353367882994, 0.6694504222513455, 0.5778517402164013, 0.8520129144715117, 
0.583045540276639, 0.607108075317209, 0.31259613692844346, 0.5844358596106278, 0.07646350758224885, 0.44861795055696296, 0.162760461204417, 0.5399233646072655, 0.11184542678069831, 0.39558950949839566, 
0.2733329792266195, 0.42412179502841973, 0.873638459700477, 0.32212067031725744, 0.19045861952784437, 0.0746259314687111, 0.1617557323080323, 0.7446065037629686, 0.6419368249795538, 0.8718450984787135

0.9882663198253208, 0.8639807521440359, 0.8702224189958098, 0.13584606109353958, 0.805517536324082, 0.2840734995525609, 0.2750283174333339, 0.7456841490421702, 0.3356701565041531, 0.8731909990978937, 0.9222043324874662, 0.2440586214027336, 0.2503901685495472, 0.8626140106934498, 0.8899029983644231, 0.16160998994510745, 0.12481115769062323, 0.752431550562531, 0.673083604980111, 0.9795075374056819, 0.3271888208072027, 0.8034998152785989, 0.9638898357107434, 0.052834786293267766, 0.7969012399845896, 0.4869759575815298, 0.085704552595806, 0.6940978527204534, 0.048540511472234704, 0.8450552409136254, 0.34385699654026036, 0.8024206662438117, 0.3880762621995446, 0.056068825101022735, 0.28276093256149626, 0.3530118822503605, 0.03240569231727042, 0.02475907940390265, 0.14389978144599191, 0.3077359025020123, 0.3747756808653645, 0.21316671947329058, 0.8937294345051975, 0.4075420870808205, 0.5883315077258611, 0.7151394446344376, 0.3197486819865293, 0.05215315691226485, 0.2995041117908339, 0.18508573965000952, 0.22975097613540474, 0.9146700655656874, 0.954143991210049, 0.11571079043768784, 0.1333538161829393, 0.41360685266629194, 0.9406528077213023, 0.16511856086773924, 0.8444776161740378, 0.17276118688143582, 0.4986308645525038, 0.356656603105593, 0.7987546634525821, 0.28745416116093314, 0.30260319705704486, 0.4049298271355408, 0.5201319743101229, 0.28867550606599324, 0.1715880593761797, 0.6673263843747099, 0.5402018288609904, 0.9590156991014539, 0.5214593048752881, 0.005844037524221912, 0.12008804782368487, 0.4946466812656719, 0.22952872542140978, 0.6739488910154753, 0.7404539491427812, 0.7815032999937626, 0.7507471047264659, 0.129596730387605, 0.07909883927755579, 0.8561713733885058, 0.9746922459641224, 0.33883616413777295, 0.49830854269795144, 0.854065178455369, 0.09593183933356597, 0.8610300474261571, 0.49711239642217864, 0.7873050193435216, 0.09132136522470724, 0.035805743205086116, 0.1294592238646961, 0.5791003060786455, 0.5169007325629952, 0.14308361401312064, 0.47341663533615286, 0.12258790931739127
