0.8700840139937678, 0.3904084716702029, 0.5610621862014231, 0.8067367648130381, 0.25484737993329554, 0.18759525378230824, 0.44705619671817953, 0.3861815155990753, 0.4446947078256416, 0.4242602969206063, 
0.5147450315947452, 0.4632978504739529, 0.39414741430165023, 0.3060614377705586, 0.4638716665622008, 0.9413512661297598, 0.27346355243947906, 0.24053205446614556, 0.34671281142009447, 0.9422519913094173, 
0.7201887085716138, 0.05832718997262032, 0.5357098017661978, 0.19217513351541604, 0.7523688743498325, 0.7515062860879244, 0.003005412401579033, 0.8603946508497564, 0.5394278313491521, 0.20373193134050505, 
0.5826844790868804, 0.6278350748290598, 0.8823444996708353, 0.6447502402235789, 0.52337067687774, 0.12616376814088037, 0.6176976385872904, 0.820504218358882, 0.6240607767952875, 0.1566515403019434, 
0.997384536370879, 0.33001379138040143, 0.5016646241105882, 0.9078780920104175, 0.07303700635281762, 0.1321005412327868, 0.4516262782394699, 0.3405800672972884, 0.42778472302523973, 0.9765337834250345, 
0.42656149319982506, 0.9747636578213489, 0.8280163099429099, 0.6330125283204545, 0.254733100718915, 0.8516550733513639, 0.17617337956707746, 0.8877015204995334, 0.20716864817644298, 0.15572061105957868, 
0.8954214090552298, 0.6753195148455072, 0.1361325029193411, 0.757058684253231, 0.41016634460892765, 0.8019233887365922, 0.9225692217146377, 0.7874811325761237, 0.5060455970316498, 0.29032169106447947, 
0.24900121219441373, 0.013176550748309479, 0.5680429362751119, 0.11164399044831186, 0.6479768493502497, 0.8890916441315511, 0.23946616224173434, 0.10479866367930724, 0.023046690478031318, 0.5884686864673014, 
0.5041922189440702, 0.5795106222778346, 0.819653844764248, 0.4085946241062165, 0.6140536793980326, 0.6815850246353667, 0.3154971359285501, 0.2512629098110568, 0.06288398477887225, 0.4551435606845545, 
0.4288184462042126, 0.9328296152840805, 0.753178820914786, 0.9341143528942313, 0.00012266983112052543, 0.1544885106157854, 0.4465683101302279, 0.07913746983185921, 0.7877019412084604, 0.3633999195960421

0.4172289959039024, 0.5036713137925334, 0.7112750559166339, 0.3101378763230521, 0.5043076830981034, 0.34899599349547394, 0.13036446653256606, 0.1377913285140685, 0.473411833886179, 0.88421835503542, 0.17885107408041645, 0.8402738128554323, 0.19443200955449091, 0.3733588607631624, 0.5172093238925135, 0.2923278389597709, 0.37648836717152456, 0.15540852139029915, 0.2875513634096535, 0.3802276106070618, 0.8823973456734812, 0.43988835698248285, 0.20952140562048382, 0.8308672517604612, 0.7844052239572172, 0.6359924561833488, 0.1502577174598505, 0.022886684418831793, 0.22144289264776595, 0.5883662281725083, 0.6149336671485968, 0.5850872660857007, 0.24802168159501803, 0.3892311515632897, 0.20079647845042892, 0.11233820884445156, 0.7780201146744999, 0.005984470590959523, 0.3944986089883905, 0.0936179316563649, 0.3465293113492116, 0.5426765200812405, 0.5671545012332906, 0.6891096037153307, 0.9637456605641721, 0.2245529971772705, 0.7019022474746041, 0.7283617052761585, 0.3392752110949122, 0.5077368391129841, 0.6798521908403012, 0.4185121020713677, 0.8569365241390778, 0.5192973491832878, 0.9892437737317501, 0.3083078304529815, 0.43815684897734164, 0.16753283346108616, 0.4575521083510381, 0.024112541693199097, 0.4434710128324455, 0.21763347087852503, 0.5315508446668786, 0.4517341403152838, 0.5678324119636234, 0.7213424908244495, 0.7405285250003721, 0.1266357340597717, 0.8190248330089088, 0.8442527129891778, 0.4998614110154085, 0.3677232537628673, 0.738415897373787, 0.7349901741989726, 0.7728536986819162, 0.5958933250775578, 0.2939384388647933, 0.46358617035832406, 0.32887858771257905, 0.9904917039800895, 0.7818960797146028, 0.5593893710778001, 0.47847177046200917, 0.9524166272905021, 0.9052528927974093, 0.32411491463003206, 0.5851864069807494, 0.246309760545805, 0.2682832248256384, 0.24798441548392003, 0.7760517895821014, 0.3925858565146253, 0.8390517174326715, 0.2771216676741478, 0.7938248196607082, 0.5012738782379553, 0.9406912194704182, 0.18878499178225272, 0.7286669318184118, 0.664142185079375
