0.7949593739101458, 0.7494929350862176, 0.2267553696181427, 0.10530235347097117, 0.8068173329617717, 0.5252384670300096, 0.642526987551999, 0.4236709662332723, 0.7111264979107135, 0.19011759418351448, 
0.23577248108986937, 0.35185550322212644, 0.1531767593499027, 0.9914644420801706, 0.3032488335818332, 0.8878869931579059, 0.6594563817337066, 0.25299899246413804, 0.5491280939820383, 0.8125977553765761, 
0.337901741128932, 0.06681442574611374, 0.25951219906487466, 0.6179188000111783, 0.8261000655689535, 0.32365381462313625, 0.12084138309872428, 0.8775472867146221, 0.5453019626995265, 0.5975067565267399, 
0.01969202542371673, 0.8198258885642863, 0.375698469720095, 0.7730832389498338, 0.29421474336953046, 0.776744890157491, 0.14764946572393234, 0.8058485097625994, 0.6988454396495454, 0.37571213784686697, 
0.08582285264168765, 0.6290154741658268, 0.3770430532268009, 0.9906507030036118, 0.7816008366245669, 0.277697123584705, 0.4685453368770376, 0.3843118907650753, 0.30750968106797205, 0.7900213513125836, 
0.1319461154574879, 0.87692542525168, 0.7316392368151059, 0.5783460130399526, 0.23880874039122246, 0.11581903760738521, 0.9369766343812872, 0.7675402987045096, 0.02018742148056918, 0.10495135117980725, 
0.8569657970967123, 0.7524020047057786, 0.1961403095930444, 0.6057916460868948, 0.8499641481978505, 0.6933460145063399, 0.3345277080915342, 0.06801581347730234, 0.8111981109115988, 0.5181522432852005, 
0.6878033386790701, 0.31354653898899554, 0.34084561173253125, 0.899892167397364, 0.38119269391267174, 0.9338176319121717, 0.27028991381821343, 0.2489435167141667, 0.23103702445951657, 0.9919464405424304, 
0.622964877298282, 0.9698821183431868, 0.9998381026566585, 0.1317582949600652, 0.7859237036932218, 0.6953919341096874, 0.13064945035113207, 0.03505371004631075, 0.5838703406302818, 0.28242543599075176, 
0.9035055192451371, 0.11105124596475235, 0.890985144977521, 0.21048474983477428, 0.6727969994846079, 0.035482840049588016, 0.934546588161855, 0.04498032095320337, 0.1619896386299049, 0.8420942366433538

0.43222260878256735, 0.5340224794619001, 0.5922206504111257, 0.8879124167378448, 0.9210850491402454, 0.8967673211721, 0.09219525947936924, 0.28873987059952044, 0.9698994101007258, 0.9480186427332209, 0.20195643164526855, 0.48611437016862147, 0.6772385049941558, 0.8474484803248767, 0.558260865027787, 0.7622337010194129, 0.5764216669491602, 0.7584449716169379, 0.8221368808525995, 0.15603461150469589, 0.6796086550397941, 0.9029400044685171, 0.5171345201282153, 0.19671497367833812, 0.008879410994174997, 0.25178248674770576, 0.9323320834930658, 0.05142486181620842, 0.40491000775899477, 0.41212203657996094, 0.5390487566995991, 0.5639625124834878, 0.3035173690728513, 0.25190703730166586, 0.7000635626071106, 0.3066198467434348, 0.2646714322502822, 0.05484442704665837, 0.6682682313970406, 0.8686288934417338, 0.9749245253065225, 0.8514398054139793, 0.29113774497980016, 0.5774889809797339, 0.0525586440068293, 0.8679476888585653, 0.11014002722687699, 0.1833841414622187, 0.835876279918707, 0.5661102600497306, 0.2740550761488213, 0.9242200089286479, 0.1077914516772629, 0.9292525135794621, 0.3186959511340577, 0.9511327327345185, 0.5077898683906423, 0.817353239957784, 0.5770079764888036, 0.5290776335653206, 0.9994757778694844, 0.6555079366491127, 0.6968684907495034, 0.3136987886048561, 0.8810840277800592, 0.7621316140725253, 0.2797645402697072, 0.6326226395463328, 0.783815430470177, 0.9134318716591795, 0.12462815127716498, 0.4432162627329993, 0.10561955733529138, 0.990525126314175, 0.24051012797058324, 0.09304110063039739, 0.5436224424463002, 0.844694680901879, 0.497165921833736, 0.2563962052040316, 0.7097245779666944, 0.6893550154301066, 0.9751228532842005, 0.8003240888945385, 0.287695732260428, 0.06437806418798397, 0.07045033248342669, 0.14586527015833983, 0.3776018009100536, 0.25018989743461273, 0.8814214833924026, 0.8107128357453257, 0.5094224761178483, 0.6480211800482211, 0.9575312095632615, 0.487701765326333, 0.7355128984382665, 0.16362988521099397, 0.023714234782098664, 0.8574202951878376
