0.6166141359329952, 0.12329538690043573, 0.34943991182259027, 0.5824085248077222, 0.8167422913182357, 0.22774625951208882, 0.44102195863290217, 0.3368076558459969, 0.9004272467627648, 0.40354157239388866, 
0.0722163058942552, 0.5481199387509569, 0.7396440024353526, 0.8346242800782675, 0.4070137892547385, 0.9665338850156034, 0.31441705598843905, 0.07219044826110754, 0.5606436380322785, 0.45644659216204664, 
0.9382218573598966, 0.219820835686091, 0.8219959086543848, 0.5412121448394105, 0.561753135801088, 0.9828765226900077, 0.3260419479563663, 0.2224065728729292, 0.453591461450928, 0.14697887826883782, 
0.16320601613440633, 0.029457144475817154, 0.6060300742327642, 0.09002367376622955, 0.034735499621522226, 0.4165294617781701, 0.9002781898849852, 0.4608106560260484, 0.5098542020276835, 0.3009761677031436, 
0.1982764843563427, 0.867953146138542, 0.5680622894897611, 0.041841990767314985, 0.5417371197685588, 0.17540827688254956, 0.48082257467739287, 0.5539469473288948, 0.481531564961011, 0.4708411275648271, 
0.5695200236473331, 0.5045374515202037, 0.207447071214094, 0.5162349290142787, 0.8939268234750154, 0.4010643807745995, 0.04712074750439821, 0.571915762204866, 0.8615461730321696, 0.5517446500082157, 
0.47647071735090785, 0.8809610256070508, 0.7464736033153633, 0.7411829091006616, 0.7077639330532632, 0.25411723918755647, 0.33680242482464906, 0.30366412875410087, 0.0661142107006425, 0.5075407644310275, 
0.2862492081858774, 0.7994991800545562, 0.13668438660901716, 0.7511693649001228, 0.5844390177607631, 0.7695989861179161, 0.3581851925657932, 0.7073565836297648, 0.12671368625076618, 0.5235940621902682, 
0.5179321021367972, 0.3457464189201346, 0.9638943037058962, 0.06203227164396208, 0.9769603487136195, 0.019400171231732877, 0.5851557803980186, 0.005484358944467527, 0.15440193632430477, 0.7831833002800281, 
0.005084778415131552, 0.796823313692407, 0.0036621791284282557, 0.2739468066934949, 0.4377311680982898, 0.5507152562576267, 0.023998261015570788, 0.7575541881100885, 0.5268419181256557, 0.8902929130960741

0.8713283891637429, 0.8062278687877384, 0.0651922974877428, 0.04415842053511654, 0.27641387023726827, 0.11049469348113283, 0.875940645060629, 0.593489892797904, 0.32955590461720485, 0.3246056285346688, 0.764586070286295, 0.28497184295511135, 0.1763915683240287, 0.448269658403581, 0.3405107149336113, 0.8213592039168585, 0.43558811406993947, 0.8382075710246801, 0.8618363895273332, 0.5703607389935059, 0.26547269587650024, 0.2870704495790696, 0.18438410266653327, 0.03906597625266972, 0.5964689027919521, 0.5637948404728688, 0.27115977009552017, 0.8510295466162318, 0.9054486164902644, 0.2599326509219396, 0.6371946962607353, 0.176723452712633, 0.20103647003538327, 0.5859533882426328, 0.4592886016436867, 0.6461597763563102, 0.8563002506560062, 0.5526816918440635, 0.40538349530646145, 0.41166531120522054, 0.9426841389580447, 0.8958465764065667, 0.8450177216608669, 0.46137221541432516, 0.9865608584826407, 0.40144061493302274, 0.039255793423738194, 0.2585767568986652, 0.8771785204217628, 0.2950800454946253, 0.8600789003869534, 0.9310761341950943, 0.7475141851993315, 0.9266131322986401, 0.22317030435624585, 0.6728636944980503, 0.9941251611455691, 0.908801696619672, 0.6219045732598304, 0.8543561239681637, 0.6685605156952911, 0.5850190608866139, 0.950578726922403, 0.4691163578518277, 0.5992520194669596, 0.39108509386838497, 0.8301018818553433, 0.0948039130052144, 0.36733190727391385, 0.9746344302000232, 0.40733586889443496, 0.4151190622608627, 0.3881474671300543, 0.30182839887177737, 0.17674824287920077, 0.4171106287838664, 0.3279418987250934, 0.7765380912238892, 0.41539047331509393, 0.721384990832051, 0.24542225532270157, 0.94100265618865, 0.09880911445379026, 0.4375264988867713, 0.45774423179616375, 0.8670065258336553, 0.5033763951265985, 0.5999296865852094, 0.96753964398634, 0.8974249214184707, 0.4542859489442047, 0.6867974776347274, 0.6272379907088661, 0.3831754949130143, 0.6907977982480922, 0.5916663292624965, 0.3167438676706813, 0.6814616922706226, 0.45466547371582666, 0.3699036007386852
