0.5502238686977402, 0.8722845407924538, 0.7160948373792245, 0.5794152408375761, 0.8304689576589138, 0.03508009662692968, 0.6775990561410091, 0.9003707218048678, 0.02488798926132263, 0.2684995489306017, 
0.9911351627982986, 0.9030559558420336, 0.8015373527963582, 0.004164627339679261, 0.6762036534674123, 0.8628302858832162, 0.7480525557716874, 0.43618370274535334, 0.3579069226146542, 0.9713185247845669, 
0.2328090183485082, 0.4125523156206361, 0.004581097703690862, 0.33368682079203094, 0.1781806777245608, 0.15210704192613522, 0.48564530500906766, 0.05120402568504401, 0.4368106976048576, 0.9210435532368356, 
0.6809380938513308, 0.18887688912530998, 0.2762464296799252, 0.46545415182580097, 0.2102224382179143, 0.37861319802549664, 0.6948660293297225, 0.11867294734728462, 0.5182785296389232, 0.9261508985332441, 
0.9572922828137768, 0.09000370551971237, 0.3949027519546988, 0.13401227316993525, 0.6279315457000842, 0.8475499286719386, 0.44257803773709137, 0.20137451903099246, 0.9042359877526428, 0.7562871018530194, 
0.29038697853407247, 0.12148110270102663, 0.5227490599007487, 0.9248120942993525, 0.43380589564176264, 0.009447127474492167, 0.8376361035332822, 0.2760664346372168, 0.3325037077889329, 0.198521668468694, 
0.6629419187721531, 0.8468994155816724, 0.7884820453472094, 0.7735366814286803, 0.9943843307983724, 0.2596593398165987, 0.2529601526885936, 0.5322385476678633, 0.572557356924785, 0.35266130977624166, 
0.9420210420000557, 0.8130516484209405, 0.23230823514145504, 0.5782909363822712, 0.41488483784166286, 0.4283609535720282, 0.807381859506281, 0.3659071762831856, 0.6561331147020737, 0.8438642596177366, 
0.6616217234748738, 0.3083798405717495, 0.20008304478477246, 0.8150815836660014, 0.15867384995329392, 0.04014215426866108, 0.015698669228183304, 0.8259380514164371, 0.11972140003755238, 0.2720697890298569, 
0.17603104333639985, 0.23655184524770267, 0.21871266507371667, 0.8276806443442773, 0.3081481392242804, 0.5613265376936364, 0.8163488864638916, 0.599538829860963, 0.8315113697814178, 0.6785663839837202

0.8073560159070832, 0.7733722247885957, 0.8506415291202902, 0.2569989791970204, 0.712715209714887, 0.5479937752603584, 0.3651625763289882, 0.12469396355297635, 0.9106346182774739, 0.8601086958250826, 0.7851743732437528, 0.9725230927351859, 0.5713068870212938, 0.005984217788281954, 0.1339831203080626, 0.8648822131250218, 0.36462426182543706, 0.7866387771623519, 0.0569206111134718, 0.9484472540985148, 0.9140200331494979, 0.3789315247253827, 0.4017178628778829, 0.23433660884445295, 0.8854527674459975, 0.44605261140414976, 0.30552817968744506, 0.19267195107649115, 0.6111357576138448, 0.38353255244378925, 0.4610419584251899, 0.7639615311409113, 0.5619024405655015, 0.2933178095366985, 0.6426083867991028, 0.8999698667018015, 0.3344357540296221, 0.44528343543441495, 0.7367555157049647, 0.633947943070742, 0.26606444616117875, 0.8510663460200438, 0.20278548018997467, 0.11034609013937868, 0.3942725590632232, 0.6420518757576162, 0.32207004047035515, 0.2842357680841502, 0.4498472035785037, 0.42502596794085223, 0.8977174033021834, 0.11222304101460068, 0.688007823615611, 0.8237543737286759, 0.19427754456801904, 0.8124821137384026, 0.3016324497343926, 0.007651163731946187, 0.5018429338904856, 0.2714297705248232, 0.23259690319159132, 0.9010795634932559, 0.24142727226369098, 0.8275265123683038, 0.8231732832103849, 0.04454954279661538, 0.229439525882694, 0.6942485372896319, 0.4681004748632026, 0.4524110796829298, 0.4317053315623903, 0.8933334957230226, 0.47014326436040843, 0.3698399682110548, 0.4143340485521759, 0.9725041850979499, 0.8017564837785064, 0.024767462642771965, 0.5229973198908676, 0.017363555233033456, 0.7405161235911345, 0.6768853196218478, 0.14644212687463976, 0.2850517640196396, 0.7683322140760522, 0.1613837562190259, 0.8477153165977961, 0.8393662915335937, 0.8375730701083772, 0.36796068637055257, 0.9424069383660821, 0.07522542061629212, 0.3580574622461903, 0.23106126259243676, 0.3985023965563045, 0.7727180156511629, 0.8064194722170326, 0.7809756664971986, 0.3172267475425343, 0.9775856208655566
