0.11923410846789184, 0.2568161531715185, 0.33245994464509965, 0.04840735299641563, 0.9322807117544096, 0.4303630083791934, 0.47383125175373475, 0.46341636191673063, 0.9598943354261065, 0.7151609149341177, 
0.4472791095993567, 0.8928445801072301, 0.1609402717284666, 0.5459882551016341, 0.23761465300338513, 0.3046476454721001, 0.6880919763802824, 0.8996875514055667, 0.2605247887634423, 0.3694857165356896, 
0.6376350462497777, 0.992258620318291, 0.5777652124477864, 0.017078645025981887, 0.9764478633360468, 0.5452003792353844, 0.6016931699635834, 0.672064444572849, 0.9746879358346151, 0.4594235910385831, 
0.6093440616064922, 0.7729607064385481, 0.6482281450163444, 0.48441304655467776, 0.4133715887309466, 0.0618922347464973, 0.3604645798476528, 0.244158742021241, 0.994376846749196, 0.017818845854464804, 
0.04593518671147845, 0.9421598399072326, 0.01456233569959331, 0.8754201726384653, 0.17949984568619048, 0.3622571517501535, 0.7615360235099059, 0.681574248538895, 0.12602325468334186, 0.01147986636586773, 
0.379429158453779, 0.02180421663502974, 0.5906924473940692, 0.05284363162133876, 0.9153800670622244, 0.9565078445199298, 0.6551604116503814, 0.6111323308911529, 0.8589563642794055, 0.023743657724528022, 
0.5482650693610159, 0.6792795186162895, 0.37852845101995314, 0.2889255752521681, 0.6705374960846636, 0.4493483705588489, 0.2962600304384877, 0.11601693979041072, 0.9574068387089303, 0.7030968703437492, 
0.05849757952830836, 0.5735959962609353, 0.787712537375308, 0.47343194870399186, 0.41232798609406274, 0.9263593392330645, 0.8046967074726032, 0.8654668680360398, 0.24542879017814911, 0.3777684749733996, 
0.9669931085040947, 0.4618293983536145, 0.4574755469541074, 0.43529171325790994, 0.3548864440146091, 0.7613064264107182, 0.13927455511889175, 0.40207540918040263, 0.40005404101887143, 0.24608307550190622, 
0.8028250570832952, 0.5417818259737248, 0.9930507632565035, 0.4165969974833621, 0.6905575414358439, 0.8732701271718655, 0.12108814816138991, 0.921051603868256, 0.7251064869700371, 0.1409304300856753

0.3946302042918557, 0.2536993040667753, 0.7877263350445973, 0.5100208416750418, 0.5965068455549724, 0.18609311458881128, 0.10427417958516327, 0.008263005711156235, 0.5281779752797056, 0.4832171448193573, 0.9325979841025573, 0.8029994454286552, 0.1952357451448452, 0.3303284783914804, 0.3005374566735185, 0.34177059071380833, 0.8466202263656852, 0.19096472418418098, 0.2619623945844377, 0.577868742114246, 0.4795460216936539, 0.09650231308920076, 0.6009160040262757, 0.7526219737614105, 0.6722801618552278, 0.832885878996742, 0.8004679856266788, 0.2798894776997678, 0.07930291696671621, 0.8410746855717232, 0.92430045321733, 0.3274669378303061, 0.754944814915068, 0.9510891582408585, 0.15890253767118467, 0.6640106302363499, 0.7498639144289757, 0.32804273948896034, 0.0537117527622355, 0.9114296475432654, 0.7246192804807673, 0.8506284090450759, 0.6232363985601226, 0.36265054139621977, 0.009270816549114436, 0.06162961607588213, 0.27647040275337376, 0.26348447092768057, 0.6476570208743939, 0.5606280000282948, 0.5153548166482957, 0.6745854215120679, 0.8742247183045612, 0.15394330059139016, 0.5823504318337287, 0.042334334420870756, 0.18702345661001785, 0.6179587496888824, 0.7519263961790152, 0.6356686283113574, 0.4898033614348756, 0.8294206003070157, 0.344827790263573, 0.3440336341495328, 0.08003354069016733, 0.23869326762089538, 0.07101413386109456, 0.500533525066137, 0.9085341799888531, 0.40790330826713295, 0.4407756834693113, 0.9299348461241165, 0.005817677331894644, 0.9556942035280416, 0.09988795107028381, 0.5827428031287221, 0.4745085993862258, 0.9380514593945314, 0.39873767403276905, 0.20148848271122533, 0.5406639183313021, 0.5043661588669668, 0.0422916253689829, 0.9283151056996533, 0.6369588123874852, 0.23383753248727268, 0.8533804378671215, 0.8638880921833008, 0.7930677458548786, 0.2240983815112526, 0.7194475367904349, 0.8011552810232053, 0.722245247278488, 0.20225601257143033, 0.6491636067591903, 0.21308434906199136, 0.35436342836881674, 0.41229235505698525, 0.6685275921619402, 0.4223651490778222
