0.8821483700891999, 0.9621769310845136, 0.7689085859148805, 0.5369174715605025, 0.7398315045819737, 0.8481526538821647, 0.996841608582735, 0.8246925243321657, 0.7044002640331557, 0.07411982891982649, 
0.6185286796121524, 0.14733224034499215, 0.2960578193186474, 0.973230662850272, 0.5891066738707754, 0.853349915367013, 0.14517643375851552, 0.04322565646855481, 0.5745390024990824, 0.30199723454457406, 
0.18178192144804994, 0.7581910076261084, 0.36414371515191535, 0.7737819893337657, 0.8735833742028575, 0.7112925199299309, 0.8297936935106335, 0.10990285279340317, 0.610633131806023, 0.32702649692868857, 
0.12186553936307787, 0.09766257268380063, 0.40238734470790327, 0.21708641099992643, 0.1293123193422442, 0.2900804770221983, 0.6023507535504729, 0.601649530324124, 0.8976767874676542, 0.17436434819923807, 
0.43361067075481785, 0.7333077583985517, 0.22836679628371315, 0.15595392300470468, 0.5352052544671998, 0.7401248682273104, 0.5551945140365394, 0.4523250241321287, 0.6252736127530593, 0.3134259688892165, 
0.6298289706175026, 0.034769446532483816, 0.4365838304373507, 0.053540624815008764, 0.7818051944104588, 0.9031487800655759, 0.0732027439867966, 0.9655229716136132, 0.19893598894526943, 0.06965918318232178, 
0.584797772203064, 0.05660263906500529, 0.79460329526897, 0.3099388560246482, 0.06476015810466806, 0.26212124668724923, 0.8346428849026588, 0.9815972828822634, 0.5543523122524234, 0.12842242770178824, 
0.13312147812148922, 0.9614417708336686, 0.16843709735637802, 0.8214154081604452, 0.6311008600597764, 0.6968866888976283, 0.10753190714214744, 0.1540151807926876, 0.16828324940557782, 0.6845962435778978, 
0.15393717383421712, 0.4253728926024841, 0.4723628424705991, 0.7375593165632489, 0.30435906099464494, 0.36603900190937655, 0.12015889696318127, 0.8549198773124547, 0.5595150380871614, 0.2028566712749783, 
0.16346944025144083, 0.9532513676248862, 0.4376608130983579, 0.7067254527245309, 0.36256032038844366, 0.5987612450160605, 0.3549042740387489, 0.14009876863468118, 0.7897602008406942, 0.8007955094888078

0.3524493894691383, 0.4643014298776257, 0.6325830132718161, 0.44431324648155957, 0.5124382722859772, 0.027379382080352288, 0.8395583947535987, 0.6419849465034523, 0.10154059820601113, 0.4948724596925752, 0.44850544941911474, 0.3375712449990248, 0.9722542349606972, 0.911135200059208, 0.6305918207467728, 0.955510809775241, 0.014622253170995303, 0.7646191514218083, 0.11344183855239376, 0.28533685675552245, 0.1796295757419668, 0.8037570462081747, 0.09902641828368286, 0.2875670265072624, 0.5071503035152619, 0.7232861843969541, 0.7720176693765843, 0.4085384895030748, 0.08039869705732694, 0.834832206296753, 0.743241523574754, 0.8296817438866415, 0.5435928460573002, 0.9555846939412701, 0.15879210123878862, 0.011320610128188302, 0.35247045034463076, 0.8361291466165585, 0.9215728107480794, 0.29821505116075087, 0.40124219943266215, 0.10873215674859515, 0.9186826480466614, 0.5343009294149215, 0.05664258172051084, 0.5114593341590785, 0.9986835255529668, 0.2561348017879639, 0.8397641991069412, 0.726684380050277, 0.7011167010233201, 0.9615122131381554, 0.20863860559956626, 0.1068833239850534, 0.12510877883213378, 0.5962446217052233, 0.7442823779880746, 0.2117572438145865, 0.6619715992439327, 0.1934345749715901, 0.011374301714896284, 0.9607120097507393, 0.9940377292202742, 0.34910860188625714, 0.2565853348141637, 0.5004920789958863, 0.9837355392558027, 0.20535052345137483, 0.18880083393918012, 0.08894363914542236, 0.6555585030918144, 0.6974441619696974, 0.1323636757380191, 0.42930341680688755, 0.6520852249989977, 0.04264418619276544, 0.99147204492575, 0.6726958991538763, 0.27438406768863266, 0.01435987455615595, 0.08325331677226877, 0.9122594793046495, 0.6981181607479494, 0.0549403900971378, 0.4353261780706137, 0.16961730402320352, 0.2774379583506794, 0.477988360904559, 0.44762174716353365, 0.11230638812919191, 0.5899007375071798, 0.22769114411346136, 0.7524300313929766, 0.08865870542637055, 0.6724853946776662, 0.7532252787175614, 0.27963753359706, 0.45632957707304256, 0.05676941124729473, 0.07366383423467271
