0.8015232506953528, 0.643554888530103, 0.9500007450559684, 0.5640444121310955, 0.18005075615269017, 0.24961059029122112, 0.29862255578099206, 0.7667422267816122, 0.5339655824559214, 0.09188119336676592, 
0.7383792169037553, 0.7148298909369591, 0.9966993471879986, 0.97091218079511, 0.2565728986864714, 0.6746883084279766, 0.4281816878964927, 0.39629860109641835, 0.26341155343550837, 0.16261933494015812, 
0.04209639770969542, 0.5502256158416197, 0.29819632557007336, 0.528656906553611, 0.7417977360545789, 0.8573605089538752, 0.3584001205433096, 0.48689298874812603, 0.35015099585641907, 0.6704013372689209, 
0.5835665032604423, 0.4980813873407781, 0.4916103048573571, 0.3060611641251286, 0.5426189222104609, 0.7764093050793852, 0.8223378985040772, 0.7877326629243705, 0.7139555933025125, 0.3570152028055751, 
0.7591684010344253, 0.2518220036655143, 0.2307443654335969, 0.4317271199429278, 0.7825810956808706, 0.029208431650829536, 0.20078391510229188, 0.002277544342745852, 0.7450319524168971, 0.5255801335397643, 
0.6263645870564692, 0.9824674817131656, 0.5394756531062662, 0.21670261829809156, 0.21275023163136253, 0.3171412665122839, 0.02662936158822049, 0.05191092004528275, 0.6206703548722872, 0.5084211052892994, 
0.1814552068391646, 0.13658895371836632, 0.22879334949706154, 0.19699010250147964, 0.4438539743222485, 0.5115742048367177, 0.1834948453846188, 0.12708471335529947, 0.4782180953246946, 0.05709301082303264, 
0.18026723957593915, 0.8583163014900791, 0.3351986938348507, 0.5739947856128488, 0.8797225144406886, 0.5707161331687625, 0.7962572538890632, 0.519951766212752, 0.9897776143451964, 0.27863507162879875, 
0.9235175413189782, 0.016909112281168648, 0.1487696449966085, 0.9352621947564815, 0.15656942586069278, 0.1849627812206175, 0.008688924967485079, 0.6368455211170596, 0.7731925976660299, 0.016552396301380612, 
0.062168715524648865, 0.6780544896960311, 0.6954408302808577, 0.16961278396684043, 0.1268742059651896, 0.9245324699055628, 0.885995034785016, 0.30432650393034855, 0.3127122037626203, 0.28271422374488964

0.4445250890253645, 0.17477170286995525, 0.8823510749134714, 0.2485637509885228, 0.3770215855711494, 0.7434910529031437, 0.3329049633730038, 0.09510068951237827, 0.3806796223897222, 0.13990102941386962, 0.001698182162168993, 0.44867800673913016, 0.554171932239762, 0.4773761833857071, 0.5782549103835745, 0.9688556544054708, 0.006191186968534934, 0.028202486990838938, 0.6721967246286852, 0.8497770640375478, 0.8688554940909334, 0.8548211889720474, 0.31182837830429866, 0.8351369531928007, 0.09824093086361252, 0.5876755586186103, 0.3245039277524694, 0.5053552611723015, 0.9599887862488125, 0.5255535433957476, 0.9851143623572532, 0.3061939033329688, 0.9775552087800178, 0.32005293049815453, 0.5830642996462768, 0.6345767401924021, 0.02596274236079943, 0.03460390444938355, 0.48156624495469624, 0.5089931686042672, 0.24389768400909417, 0.008680432689972095, 0.6267388002259028, 0.33387768778372495, 0.5343314463947775, 0.3726531610933774, 0.7869210076442223, 0.720049941372067, 0.33886370491082063, 0.9738613829665459, 0.8343439102952085, 0.9490873983603607, 0.7733989752100602, 0.5729441687387709, 0.7328961398273431, 0.8559664605558236, 0.07694119484334239, 0.2725296996083062, 0.3447718701404259, 0.3677406446482424, 0.7992016729529672, 0.9988911864661415, 0.5294761384592563, 0.20905268662929632, 0.33863355608460777, 0.266124959389208, 0.7338463751443008, 0.998944425568301, 0.40291950434548574, 0.3204991669045215, 0.25438943609706155, 0.24725312491716567, 0.3017266555630411, 0.581954627204757, 0.07322876276336421, 0.7334776003413963, 0.4343558987317391, 0.25572291287766513, 0.5954252206511194, 0.8172251137716358, 0.5876308011889407, 0.34700147851124297, 0.6770374917539629, 0.4477490831552051, 0.49048648410563844, 0.21116166951520998, 0.4626917964219035, 0.3215029937633902, 0.8558085010770566, 0.9272585974164552, 0.648603354151606, 0.3279717283729193, 0.019505245456720166, 0.6588930099332083, 0.42379921817527555, 0.9819856586748844, 0.6702590783992451, 0.6633612666618347, 0.2984671437102665, 0.6464721762811002
