0.13680204674837348, 0.5583626655021079, 0.004249188367201007, 0.371809956520199, 0.735924114049091, 0.5790045854544232, 0.9168265256342872, 0.43437479533897083, 0.6644481433570689, 0.6513075166789035, 
0.11579136889285269, 0.9165142714561798, 0.5949449499495653, 0.22704431150349913, 0.6839090700535995, 0.7226592665699183, 0.5819066125348609, 0.5299516556098877, 0.34289089067924405, 0.8502105972949212, 
0.04399167227525247, 0.7369372827977557, 0.3918417068271426, 0.5590818341121441, 0.9861866662053642, 0.9416868805509611, 0.6729559079349768, 0.9396126095987424, 0.4398446753038727, 0.10903807381523745, 
0.491988362722105, 0.7368535421779553, 0.3459431122526986, 0.07691071905183222, 0.7609020486168475, 0.6410940131787058, 0.17014620623420007, 0.918102317542746, 0.9469565057954111, 0.02686144120034828, 
0.034896203750161, 0.4578627515219106, 0.7101769206523039, 0.5174036691429033, 0.3071828609339514, 0.32427815420201733, 0.054483074684643085, 0.5707389444450388, 0.2996113987524831, 0.4748017426159975, 
0.9570731447817663, 0.7651221140738281, 0.25873571129817896, 0.6078807878530502, 0.45972431776439093, 0.49304678317000816, 0.6001253028847282, 0.6793784834870099, 0.9477445705229693, 0.9050500835775395, 
0.06219944324430149, 0.5110419297634813, 0.9712593017107101, 0.9224818712523509, 0.20194637758911416, 0.8945967580619798, 0.8077804261832796, 0.018705754016501652, 0.8724091209653402, 0.842843001692637, 
0.05018911934488646, 0.3435972559895142, 0.06547904824978268, 0.5951044857431421, 0.8315589888694925, 0.2461277168211935, 0.8856729185159732, 0.7812578364299989, 0.5402251197314494, 0.418878608361125, 
0.4665396636916982, 0.017175557148948695, 0.5127625117378681, 0.6949573118969891, 0.5868426604777608, 0.5716120804059659, 0.016183825619780268, 0.08699222572878318, 0.17805821678952272, 0.34476684367546717, 
0.7103133010330588, 0.03911603845662037, 0.35388107981297634, 0.693712035307261, 0.49794453405500005, 0.09128236101517317, 0.48693353963562513, 0.8409849371411285, 0.05614972151738595, 0.17370290338675165

0.9030669540186369, 0.006106147935489137, 0.2945931144120638, 0.7632067866796421, 0.6017082961417312, 0.5738030710699993, 0.8858102406219464, 0.4355030649867435, 0.5915411357027247, 0.12439300068098769, 0.5070723906831541, 0.31039233231516694, 0.5107306210165815, 0.9064467489554715, 0.9028322850947283, 0.1392945010971447, 0.9609587224788311, 0.13502725166550655, 0.2150506654105674, 0.0012717584211371369, 0.3914914310817518, 0.9169073392744087, 0.608388192948273, 0.5373506261803671, 0.4032827078067093, 0.4740425143354021, 0.6223225423537544, 0.2735849292323601, 0.8544383422934139, 0.6784848161274468, 0.11763016622635536, 0.48766767522039856, 0.2712054800422865, 0.22650393977901595, 0.2551380548390997, 0.5645562895642666, 0.7012902685818694, 0.402233240367724, 0.3666209936257112, 0.5516767164770959, 0.032028079681279964, 0.05927638579183836, 0.09421462155971139, 0.8854924052959225, 0.22343554669500865, 0.49693850853496635, 0.9593137314569125, 0.015963263626561752, 0.22166214153845565, 0.37556853027144343, 0.7104393482302688, 0.44598955092387826, 0.4031018836845235, 0.936363397858963, 0.8784354877683257, 0.4086719348584442, 0.614338922010581, 0.021079727266856918, 0.5551220712321183, 0.2937454710736762, 0.1070887482858437, 0.07893783069929017, 0.3324372560991421, 0.7247434254204537, 0.015759861032221267, 0.5510637653526229, 0.960804516151937, 0.41408866973329084, 0.18840075398432266, 0.3378363414322132, 0.3862258653030959, 0.03938553711371395, 0.11475011507574007, 0.46860668867558586, 0.5360085446082979, 0.04268164972801891, 0.8359573878951577, 0.5127173544677718, 0.6654224076438049, 0.8561246449227351, 0.19303056262156093, 0.6255058015004027, 0.37889260028961913, 0.375829871050521, 0.09415996320373077, 0.030442236119484267, 0.6627741163226124, 0.7277375697739211, 0.03717230809725214, 0.20704185552857113, 0.9377797268194856, 0.7673399581485395, 0.08464853484566193, 0.1865566773836419, 0.6425224947592206, 0.13507362737078266, 0.5897023241227425, 0.7092907350360412, 0.1053746018721724, 0.021163292692874314
