0.18834051366772098, 0.6664655772872252, 0.875750017018364, 0.9957392910711041, 0.7566421771165591, 0.5804906732721052, 0.5493335265892533, 0.9817304413850196, 0.018019563113523485, 0.3011102315429084, 
0.233627976909223, 0.1995247281819078, 0.45966862965404365, 0.2964404507633138, 0.24658554237452146, 0.7347478745468807, 0.3006059886506236, 0.9271990579838364, 0.4856906553423037, 0.9933904339100207, 
0.015801046519013706, 0.7617707418246787, 0.05841402941574603, 0.1678825709788776, 0.2275123592930859, 0.9972941801047059, 0.9020746223013278, 0.790128968600847, 0.08872019082681104, 0.30420214902344356, 
0.9919467788640886, 0.5825843833139728, 0.5870496235626153, 0.21853085540060846, 0.023038527984024504, 0.20210343735706404, 0.548257497131766, 0.7973529077552614, 0.9105521519845274, 0.024607916547247477, 
0.16977808416443974, 0.6543405985185232, 0.11619911350778833, 0.06466424282690064, 0.6743862461878214, 0.9280608676124967, 0.12826060921099902, 0.8318419489245665, 0.8255889533498765, 0.6619718908107738, 
0.3435975352966858, 0.3321651164551842, 0.7678875705791154, 0.7161258509878374, 0.8763751676467972, 0.2712534917420626, 0.8041608995913391, 0.9269863205649707, 0.493275676526578, 0.09654607147720151, 
0.5813673824679325, 0.48876990732418446, 0.9730004257346719, 0.26576297317682274, 0.8391674073842135, 0.74315309467429, 0.4647364422568586, 0.6247110592958516, 0.44215138455398995, 0.9750746370710238, 
0.705954033743384, 0.2254211384274062, 0.661739160168757, 0.7906254494994445, 0.827405713361056, 0.4698828607032701, 0.6463120517314974, 0.9004550988354955, 0.9898534117201989, 0.794803257069099, 
0.8978468157431743, 0.23340458641497264, 0.9265897983039302, 0.2616289101021849, 0.7477058309842218, 0.586248728723585, 0.9956763990748824, 0.9224268351705198, 0.736234269385041, 0.5145878968652762, 
0.3139593168291279, 0.6271228989580717, 0.8273746377894746, 0.9611062147703519, 0.5680007616136268, 0.8956124682629882, 0.2453307756717643, 0.2596938788523915, 0.8866134361978648, 0.975052436030808

0.8349434308240035, 0.2636025545085936, 0.02188232518226696, 0.5104846471488549, 0.557281114816096, 0.11574199499735915, 0.8205476756153992, 0.13631432477883398, 0.7062487553598511, 0.5930234868571718, 0.43777009408247114, 0.10511424224928334, 0.5549893374760666, 0.8645816110218103, 0.9754121473522546, 0.40614839298586014, 0.34003206544158215, 0.8984091968423344, 0.5416419272684525, 0.3224111238782422, 0.23049703057925508, 0.9937981836352635, 0.3871810182710508, 0.35804162264315265, 0.6443568015465965, 0.5946379393895393, 0.987925445807843, 0.4115513910258367, 0.32205210498984316, 0.5962097425695605, 0.5770587852964019, 0.3247976595681634, 0.12645478234268726, 0.011993332111292943, 0.6182770308482958, 0.9845980054949514, 0.44267660230457884, 0.09499963303713022, 0.9825925390749923, 0.5223811695668416, 0.7079607826106357, 0.5541820143057751, 0.7704230256556516, 0.18644106104442115, 0.555807814734414, 0.1460422180951052, 0.6469581216446029, 0.5583936222391358, 0.7685006531756056, 0.45115580589204973, 0.8185217462019251, 0.2639185978442591, 0.6023588545530796, 0.0075668587152871725, 0.8834802797106973, 0.5205548407062902, 0.7544087188832861, 0.3591046669812361, 0.7918030863371764, 0.0012834201621602093, 0.07633913240067025, 0.3312875090867895, 0.16896134477741875, 0.15340555341286222, 0.6419643427370483, 0.0004512162082696003, 0.5872416374894536, 0.3009619275109674, 0.6976092344843469, 0.8584028954236229, 0.6870138639464869, 0.7666249071160522, 0.2671071575266677, 0.11017356199822259, 0.9800535353534259, 0.6354736941054262, 0.43033765367505383, 0.4612152356973742, 0.10250830949529566, 0.38885851798703075, 0.5076890573583647, 0.9439694399068049, 0.6366271339405213, 0.09762709865419361, 0.5211936209460377, 0.23690268037977746, 0.9746068453632546, 0.1436332231520866, 0.9499704749913573, 0.12302143744389715, 0.2839660519828707, 0.32775865862526876, 0.7769991014211846, 0.6533166727176735, 0.6001673653247017, 0.8114171070370224, 0.39131086618742206, 0.5199059194330795, 0.947629644724008, 0.3591288722363021
