0.015740933787211198, 0.826630026920022, 0.15018814463619834, 0.5836328235348409, 0.17137503356724293, 0.4739616193904973, 0.16588876525090157, 0.9848219445284743, 0.9053367674781045, 0.9480515135055492, 
0.5256648998852983, 0.6757224793707572, 0.9676574447779439, 0.5222160174876604, 0.8388320550211663, 0.9740416024748664, 0.7145472435627369, 0.5405557172878465, 0.6275551076917014, 0.8825434282207054, 
0.025543959207951272, 0.29239467669674857, 0.4213179944054949, 0.9926029131079046, 0.4492261989427625, 0.364142793386828, 0.5109507412422467, 0.25192669606317497, 0.20111730614290135, 0.5235840964589884, 
0.695962716134382, 0.4969094806944203, 0.7280546270046517, 0.20207039080868172, 0.9080021449248775, 0.7797153733575131, 0.20096097776675226, 0.72135444593995, 0.43910111930958784, 0.8005562859809231, 
0.3514314448945308, 0.8760266867301879, 0.6186625488527994, 0.5132031484828219, 0.7432147734307875, 0.8691204749490447, 0.4451175307066174, 0.0004213593784360148, 0.29668945035603844, 0.4018799911381735, 
0.8558315800209934, 0.7899829138222269, 0.7173086505181054, 0.9190213118504651, 0.7401475262167982, 0.13301302537144755, 0.5521124421953855, 0.20326176954211106, 0.7234060217521178, 0.76844621678433, 
0.9186506232386179, 0.05495952961383177, 0.24355396282783193, 0.6313327794687658, 0.8886003700456898, 0.5965674773915666, 0.1634279291631734, 0.2539690666936393, 0.3343805536496127, 0.2594656530005103, 
0.22814434866940791, 0.6626609948667205, 0.7894487310640952, 0.3460941358858638, 0.5996802881862113, 0.71025538237419, 0.3189769031828702, 0.07401111330553334, 0.890172858904271, 0.20309350026595352, 
0.17796112574543432, 0.17959886795232505, 0.8922312713488411, 0.4964055482866594, 0.40943014162200275, 0.9214285113903135, 0.12988916600854394, 0.2511369489262496, 0.4596991285235128, 0.9686325683325437, 
0.6156337376261701, 0.5721169858154908, 0.5271102071637906, 0.4689796806162384, 0.3700805944863763, 0.6111550271776965, 0.534080575237582, 0.040497374666995434, 0.4488500196534464, 0.8121660998923608

0.5059528260011983, 0.6566384104067673, 0.0847141536772601, 0.19063920848263993, 0.9867052631327663, 0.8169300640100219, 0.3329828385028034, 0.7324249089531539, 0.456641582543045, 0.7102373098625044, 0.03125783678620797, 0.09415843145993308, 0.2489895378585807, 0.9440192017133371, 0.5252946446227428, 0.2371681058625632, 0.32882912291453814, 0.22286162518505892, 0.6439494719646388, 0.903354506445741, 0.05521121072144808, 0.8174054740654486, 0.7810319238308211, 0.8767949325186501, 0.5459492177433896, 0.7411393668028097, 0.9086990618433402, 0.4598261130350869, 0.6307630818144786, 0.8440820353687594, 0.055030133497162126, 0.8909574419276494, 0.13842504509707698, 0.41182071583832713, 0.00801715099511624, 0.5177218169608756, 0.23277978674144562, 0.5507169455118743, 0.060835373255915925, 0.4393513229517103, 0.7389985027083502, 0.0628329552707535, 0.6589671271345329, 0.9782678910456585, 0.8987638524872098, 0.8069856943375212, 0.36923161512741143, 0.8997411253919532, 0.1781955104872952, 0.3365949019947674, 0.1551423752112554, 0.32263174069370004, 0.05599346740093358, 0.9662995336429847, 0.0995453928828055, 0.6609795117522712, 0.8764946195627683, 0.6774783225606357, 0.09794265155209148, 0.6070219840000234, 0.06586151240948368, 0.401485653902798, 0.5737212040297759, 0.8429365317223643, 0.34749782946869334, 0.5849327159982833, 0.7889826992697471, 0.06965937616162621, 0.8666506190675577, 0.7347281808228767, 0.6736702523958573, 0.8447095301217541, 0.2674577284039382, 0.5847789151367364, 0.7683245761788119, 0.8123724387544359, 0.7027000752784313, 0.6634027491100158, 0.22148802976419724, 0.5921431429024013, 0.8279865419584372, 0.9648566114313912, 0.28191676344601235, 0.11501804024909512, 0.6996620702408999, 0.3930673620558377, 0.37876926120712406, 0.8666013454560463, 0.9371423542875666, 0.19669910667114143, 0.7290091110714836, 0.5206908302524622, 0.6704708473071083, 0.9592425144106008, 0.543336699531782, 0.36890693625341064, 0.43155890266400976, 0.106862384057134, 0.7224115923753084, 0.17846173162370904
