0.6190349321534787, 0.7309828317482283, 0.8640206092637979, 0.026859932684181298, 0.6050806706858106, 0.47818436024710176, 0.9153960829936901, 0.027020376564488968, 0.9834878734088524, 0.5871344333537577, 
0.12246787092585465, 0.9445980737386317, 0.12426788559490709, 0.6986619592763426, 0.7731694296576597, 0.6367490635888916, 0.5080190780187875, 0.7034516297878622, 0.32885496682634463, 0.5845357665039941, 
0.4872732154833609, 0.7083057989328014, 0.96495893103764, 0.9392629190420194, 0.36587992704247385, 0.9681532126847567, 0.8732548525695722, 0.03858465732149141, 0.1421185630056082, 0.8207392920238966, 
0.03439343467187683, 0.6221562867139788, 0.06687210332957205, 0.6214615627751312, 0.28284096853103224, 0.25073867384465254, 0.39618282370438085, 0.3851144202427119, 0.6140098717803996, 0.2948267574406327, 
0.7207749835159416, 0.9052486908432761, 0.20255086435532021, 0.9558597721841541, 0.42819712738091154, 0.8992861701399104, 0.9631929274669472, 0.5504987890646743, 0.7836303324644838, 0.6174013343560322, 
0.9001062415582479, 0.23987641470004328, 0.8584727598987294, 0.9230055008952672, 0.24296545400335, 0.5682429026130649, 0.9647179097709762, 0.4577820989072463, 0.6099839239078885, 0.9305257407306835, 
0.9406084920774953, 0.6685656810353965, 0.16631544039610946, 0.4148956242625431, 0.27633277941190926, 0.9398948005560713, 0.17916368880799838, 0.7859771690050131, 0.1290451213876216, 0.2675870360311229, 
0.7630952261590037, 0.5618110423202977, 0.3630494048996976, 0.37681677686415993, 0.13980861946804168, 0.32506034819501217, 0.6421995757499526, 0.0945208106943175, 0.26553978535098743, 0.5224963789716924, 
0.622116971630947, 0.7313116024662333, 0.27966391899994025, 0.456955567736104, 0.44085233395197476, 0.18972600138230356, 0.2981345956091579, 0.8072552536843796, 0.5909854012325395, 0.7022335962248039, 
0.9679955726132721, 0.7041906400949319, 0.7825226507462256, 0.45666249032285133, 0.24689333617189757, 0.16900194729831886, 0.3161888253806653, 0.8385836827435234, 0.38840475262277485, 0.39126150280771

0.14471897142315948, 0.933644251092465, 0.30736693586205377, 0.6900440012448332, 0.23368237041977136, 0.5806492453025062, 0.9722412546549327, 0.2540300894026327, 0.6244128385783387, 0.26207792206303915, 0.2634564469101526, 0.16181651705356548, 0.8634166749116039, 0.9715563052584327, 0.4213140436804569, 0.15439744126435107, 0.4554886504468668, 0.9400571286374031, 0.28744397372572317, 0.8935767665477043, 0.1336280246290774, 0.5132180569406438, 0.3756645300776741, 0.08907835445956447, 0.43863825512206533, 0.8628006736104066, 0.4807649347675885, 0.8682819469543381, 0.1403747694888906, 0.36060706043947777, 0.7042361875631876, 0.44123018462020325, 0.5312813475766319, 0.6009576666867185, 0.4753221010884441, 0.15062501964589337, 0.949592190261694, 0.48145822699968677, 0.6305272116415952, 0.37568660954122934, 0.03115718088486963, 0.1450211513260986, 0.7687726986665512, 0.2976194341402687, 0.721176745845179, 0.9499626378956431, 0.926131741708274, 0.5279282416884886, 0.3703599903157986, 0.3007415156388126, 0.916117104181603, 0.9278803881072725, 0.7533264979704595, 0.938881752656611, 0.7313937577338966, 0.7991089416180538, 0.11010841030921914, 0.6994097073156079, 0.4354970424872079, 0.04323107487154576, 0.017759734747890055, 0.7360548216705425, 0.2878110312750566, 0.7588076121093762, 0.509344052952542, 0.10731668953816353, 0.04831444280005137, 0.2977430065968758, 0.31861431923857964, 0.30907131344325933, 0.8913918205349571, 0.8142680731378302, 0.5326942435988434, 0.3908447086808835, 0.9652817028575058, 0.990724428898624, 0.15786000365219766, 0.7658817944860316, 0.032494496817626284, 0.6669848256207114, 0.35830641982892186, 0.812627398792396, 0.09740648969474419, 0.418979351004911, 0.3447798949694125, 0.2969115886292738, 0.3716240480212126, 0.5971494954306626, 0.8668366841141782, 0.6772480887808383, 0.19745210373870414, 0.42981929746429637, 0.5393942402885009, 0.6771462370804726, 0.7829170339029587, 0.407765340955055, 0.5806875312266289, 0.5973604920123551, 0.05511293909347226, 0.2746626875011017
