0.6343874929297114, 0.9478863961861171, 0.36841537649363276, 0.0868217546582527, 0.5629590582352122, 0.1401209656220448, 0.5945957916504387, 0.024030383465447502, 0.5488452025747527, 0.23016403282634323, 
0.06666953568491352, 0.3641196216164866, 0.25565428528459544, 0.8412173189771868, 0.432774872019704, 0.060087791316522976, 0.9066362147333724, 0.35152678853973907, 0.14879628181633597, 0.7134246774756937, 
0.4419461877772741, 0.7612604861781305, 0.9817875295731163, 0.18098447198031087, 0.21126754421253902, 0.48245899762273703, 0.6854344550297073, 0.585330790165154, 0.3379979213711576, 0.8925446319863142, 
0.36643441818108136, 0.649910800899375, 0.04625981053325967, 0.6991875778776807, 0.41302654305107656, 0.8465375036403102, 0.7596617457906082, 0.5719701135727924, 0.19522952109630698, 0.6024523026228709, 
0.8503204643209632, 0.11043507806249964, 0.5704966510293583, 0.9013905391341618, 0.33047908459783193, 0.7380015715487221, 0.8352133339671358, 0.8140871920847296, 0.5078081471229384, 0.41660094890276245, 
0.2485045380656965, 0.9939030500213405, 0.05304532129104145, 0.07490508241430616, 0.10749728523570456, 0.6583038274005869, 0.22128741891796222, 0.07810964676990195, 0.06666274405583561, 0.12671542407488423, 
0.9885469532538899, 0.6435750445843469, 0.6859268750634734, 0.16974227369684902, 0.23097249636064798, 0.0904430034009257, 0.3691543366124286, 0.8484763095793035, 0.2993266563610354, 0.8587500435042867, 
0.7163513353874855, 0.4564919074852537, 0.9158872200160898, 0.6708572542888945, 0.6181632918175136, 0.8656089747920451, 0.35199751525909173, 0.22860462397572245, 0.44984961317028316, 0.6797389820248458, 
0.6110496540391754, 0.1779281522397822, 0.862881210269665, 0.22104846434352088, 0.7169011285402571, 0.7377607136826246, 0.9819680470641543, 0.8064172963103013, 0.166975258168242, 0.2967166215189312, 
0.08538705620216813, 0.9175168073651998, 0.9135133518003694, 0.584129662659959, 0.25852493644401675, 0.0066299576394520665, 0.7223797824078906, 0.3141529679048345, 0.4963154419700122, 0.9054485103048655

0.9631528288345075, 0.3685432451320325, 0.11945741400697407, 0.667717597142992, 0.31936245869749613, 0.49865763625039483, 0.12507244250706195, 0.12756159654941912, 0.004772262415729145, 0.006477724445933641, 0.013361401472116508, 0.7459990051655041, 0.2930635451414193, 0.15057094403732973, 0.958989193496799, 0.14959182217137168, 0.34142807825758337, 0.8828872306690744, 0.534662351596031, 0.6740696785091569, 0.734300566808215, 0.7868559283500478, 0.23223726533610556, 0.3083748612052408, 0.7248716015496572, 0.9237853791529934, 0.06081688141615382, 0.7463873144544783, 0.5935361644681469, 0.18474600000960584, 0.8562584078936182, 0.3417508000960372, 0.8146601111245613, 0.03932032844715494, 0.9437235049292831, 0.8713567222293825, 0.8042300327068672, 0.5514167009066557, 0.5296928993731501, 0.9555139871061495, 0.5413394134255354, 0.34735453157587204, 0.02424316242917124, 0.7320644757519977, 0.6095103767447282, 0.38362639937256227, 0.14068106519728707, 0.5975786151373077, 0.2458802416306839, 0.46996272339119827, 0.3896623434030113, 0.7817018715772442, 0.5938334275807363, 0.4701354953181768, 0.2185142785241848, 0.09230967978332938, 0.5450721235753094, 0.9009341942020617, 0.10651588216152263, 0.7292484449157483, 0.5625620204745765, 0.6308323633545521, 0.8594381243338394, 0.27256345811812177, 0.9907398355163475, 0.11407149865402633, 0.9116885476379455, 0.1496421081014777, 0.9767471563892772, 0.7635761981022973, 0.5461797248680277, 0.6211269132595286, 0.8300376184751271, 0.6061051895799424, 0.47281408869460806, 0.44262065682374596, 0.8404102937422543, 0.414067494016523, 0.4794491747711265, 0.81390255634646, 0.7437665267401994, 0.7681655300676338, 0.19394093978615945, 0.3741605859090459, 0.5170491982176655, 0.36439849711910266, 0.21663901316231382, 0.7937313708462163, 0.3088357032753001, 0.4334083000755139, 0.9216022990595861, 0.945415441726892, 0.05986886181228768, 0.5715020942680833, 0.07132457396215874, 0.5976360130531444, 0.613772955798929, 0.027730045374598, 0.4168634263485598, 0.02770314091460213
