0.2107648614487021, 0.4211087925948136, 0.8513765170556727, 0.7015214937450094, 0.36971750642680523, 0.11164114052055185, 0.8991840349793003, 0.6741782685664658, 0.5219410255338198, 0.4332103158995846, 
0.35934918668879134, 0.40600516435200773, 0.12782130086497057, 0.27382749307398524, 0.5865490462610043, 0.1026403340640224, 0.6780295650375301, 0.4792970462040054, 0.6900933226975137, 0.4272601802276944,
0.34855531867847667, 0.44933572393129173, 0.4570840483693043, 0.3366505524974761, 0.7034844596918763, 0.9491320658769026, 0.7320387636765401, 0.196137818745588, 0.1736226988976316, 0.718398974702556,
0.686186969729784, 0.8447552219177263, 0.9697072080219516, 0.4811476730753741, 0.733405150834093, 0.8606780232292082, 0.44596577761850864, 0.7811510518677053, 0.9741350562562353, 0.5421019501630328, 
0.8077358975813355, 0.9459598265828709, 0.7268284399885862, 0.31639661008104414, 0.9495728621452235, 0.9917650426569793, 0.37612424945891865, 0.01812173701243258, 0.7902962348830085, 0.9145222193813504, 
0.9756339362853684, 0.43366583606806475, 0.5679354124925571, 0.7137277624554856, 0.6387926243000631, 0.6368123588753739, 0.07430892347074358, 0.636008882722818, 0.05975925627485967, 0.9395774481798806, 
0.8753273555167483, 0.3742168109874823, 0.8457173040335648, 0.282472302693495, 0.5745879308920385, 0.6695469647409146, 0.48795094044789433, 0.4249958988785665, 0.051140868467054124, 0.47592537908067156, 
0.02713224721663987, 0.4841104671211407, 0.47876880851834225, 0.544513369239649, 0.7317592266322591, 0.668200572762794, 0.4522509206068448, 0.03722172323410555, 0.6125005743093295, 0.7644209787823052, 
0.4434943352891718, 0.41745599204286843, 0.31841387402896937, 0.946563705843957, 0.563056303305718, 0.0954635027956291, 0.303326328980974, 0.7924117148535412, 0.4822957967161664, 0.44598093166860653, 
0.4498274423729286, 0.3002079334936516, 0.6490570712036385, 0.193019152921311, 0.7063456062429748, 0.7739000893665527, 0.2065393913946364, 0.6036986181214757, 0.7788632470296858, 0.3880664983011197

0.8663882876935115, 0.9976625391055032, 0.4270080517036505, 0.8382523359788954, 0.6350188741231468, 0.2069412926108407, 0.35335438308486633, 0.6883533076050344, 0.0967406295230262, 0.060201612233170665, 0.45032855165280783, 0.8323604528753983, 0.16512562017821653, 0.17092261802237674, 0.39377577163754907, 0.6615502946025228, 0.262599558023492, 0.4320120486514326, 0.24448188139468474, 0.5147656116294499, 0.506582796991845, 0.8785927266789201, 0.5067580769900653, 0.5900557867197267, 0.3903401466788722, 0.07186221643711577, 0.010331070789159513, 0.6205053177468184, 0.6959958654700581, 0.8063237001978789, 0.9558877903724252, 0.6160274808030364, 0.7042273324151489, 0.326000271423879, 0.26791559038155754, 0.6380615620706932, 0.4213990449620907, 0.14649782145785495, 0.9704535401940976, 0.6654031130172009, 0.8805919218602319, 0.7172409521022556, 0.15241719477658344, 0.487762518441781, 0.9590819103166591, 0.35747819881287146, 0.08241526092527096, 0.09882465788067141, 0.12226903917502396, 0.7935547146527278, 0.04825444496002629, 0.4802076885296034, 0.8935575839712512, 0.16585764144450899, 0.688928307469066, 0.34559708268041844, 0.9052645535298246, 0.03974286393091775, 0.60301227804958, 0.5243810415146922, 0.41846885367534936, 0.756765777210972, 0.05002580158916714, 0.049402949479551594, 0.7382192214330271, 0.7473708436982877, 0.7453282311731569, 0.17654695377525687, 0.8426241648548265, 0.5282099005314517, 0.974799945122145, 0.762174901911607, 0.03902906380443483, 0.9035680876198469, 0.23746925776522076, 0.21243584469196652, 0.38028055446240894, 0.5941710166878139, 0.2537019086138672, 0.051312265725064754, 0.879980561956125, 0.33551456308326055, 0.8418999664749659, 0.5911085650811471, 0.8089208312664334, 0.7712610229809034, 0.13283320677975607, 0.25673408318459945, 0.32452008528872567, 0.16298760909821464, 0.6154686357237887, 0.45102943987493826, 0.33591851262931016, 0.644244318410152, 0.3861052809570674, 0.033866731635000646, 0.7705778103509145, 0.37231055992185924, 0.3480932925101796, 0.6857523466031178
