0.6112931978326008, 0.7480899889050557, 0.6451800815451092, 0.7986260521252649, 0.8912469917011306, 0.31174262252747453, 0.6952198304893706, 0.3529063618769339, 0.5621522631502954, 0.8476207489416704, 
0.2264907128748782, 0.3195661366717447, 0.7837103035818276, 0.0008460609702466426, 0.3726682776962117, 0.9131470752812901, 0.7707068784553044, 0.05174125324767709, 0.46895179360838335, 0.6773797962610382, 
0.06446551646246113, 0.28233706577974893, 0.17032744294921842, 0.8910555749680034, 0.3938676848190279, 0.9075290290638227, 0.45610201638633574, 0.7016195959944743, 0.720683901598061, 0.23729709690154888, 
0.038032224465035847, 0.3341059481453593, 0.9742478096207672, 0.17396725080055886, 0.8790855954036625, 0.7293644083724521, 0.2720277984155727, 0.6470372463082713, 0.3825684995006734, 0.027483898491640124, 
0.7717178049461366, 0.15887965248448177, 0.32796870635400344, 0.05137201000212388, 0.6451878582546319, 0.9986913224057523, 0.41027757289167976, 0.8876940197481792, 0.9251368087451222, 0.3544679533817675, 
0.36585734972653916, 0.8639529638856166, 0.013374664742282882, 0.7297889966106403, 0.15505717179389544, 0.6183914505754182, 0.929144881022637, 0.2663774604830026, 0.4519118618401804, 0.7520937768844834, 
0.5249789599003337, 0.40707465161070766, 0.3623050957903502, 0.7819489105449736, 0.09491291168203675, 0.7093202051870371, 0.12015429601410854, 0.1275558543447729, 0.2894940668669499, 0.04081193017860418, 
0.22927484640757478, 0.7777159112571956, 0.08039256539115325, 0.9349307205284952, 0.3051559405276951, 0.9481074095586256, 0.5552940554267928, 0.7940545285259417, 0.05446349044714893, 0.27514831820758, 
0.460709697916151, 0.7070406711882663, 0.44314823421032856, 0.9034873345679374, 0.04094242003137383, 0.5521224537342889, 0.8432802178097384, 0.8640548490226296, 0.03554198889240945, 0.649310721265571, 
0.9931433314064906, 0.929524642127726, 0.9609559781179614, 0.8194142264308982, 0.5799572337901153, 0.8530602301985861, 0.16166918796753227, 0.057378297210809004, 0.5057577012193297, 0.6253064713017467

0.9770958510440101, 0.9245262054132202, 0.013885838147322915, 0.84974133851528, 0.2130508670993474, 0.6429042638191956, 0.3584857681225869, 0.7213404949882462, 0.618168857810442, 0.9107008465459476, 0.5933646111307567, 0.15233370194649665, 0.8757543936732389, 0.580243845112914, 0.6113086575224598, 0.522846759930157, 0.08848354637729072, 0.30377846742136216, 0.12727381998360832, 0.49385737326958856, 0.029756231694030966, 0.09178534294188578, 0.7513539942869182, 0.21562234016398474, 0.025053576736008498, 0.31103207196280813, 0.6831393330099621, 0.8112205521148239, 0.23405793883022818, 0.12994175348754378, 0.9748655163700598, 0.9195082759692037, 0.5646737335846547, 0.5357843286955923, 0.9944851784909682, 0.8566275184782237, 0.48449878134329516, 0.504933874177377, 0.029775788215457566, 0.2688815975121528, 0.17237164179493347, 0.18975565096416636, 0.9217569756864269, 0.4884170336386007, 0.7878582950277222, 0.7062201421784798, 0.7258996522589178, 0.1965901863248799, 0.7528365529421791, 0.12757747972792066, 0.7209035956863573, 0.21163594051517665, 0.7384992644040851, 0.5197977161296755, 0.880344042018566, 0.9551572564227356, 0.4938904173051135, 0.7565111204745545, 0.5478146012569237, 0.5653173203226632, 0.8164798167374543, 0.09800240882271838, 0.6150719292169794, 0.8583768494229402, 0.8080641271094645, 0.40132553231978796, 0.7052042537173854, 0.06450997858679441, 0.22172796423851115, 0.8290993742887679, 0.7233838071663812, 0.8742025464120451, 0.6961733512814774, 0.5277047162604103, 0.271471083810922, 0.3890811601698191, 0.14561663562666738, 0.7145898184294455, 0.6977636145892903, 0.3642491969299846, 0.6358435035529707, 0.5208301965611777, 0.8816222482483029, 0.8728597598126004, 0.32737268139275033, 0.17625728856974232, 0.5788507975563263, 0.4470322031214198, 0.05822962652409813, 0.40696999737792217, 0.40731286343803974, 0.5852678818111601, 0.8406556611172152, 0.5511155097581673, 0.8538633609267613, 0.8988823102582779, 0.9957836505814505, 0.45155548321524974, 0.11276428090895885, 0.7570924591789798
