0.029072899582098577, 0.5487232221724241, 0.854824998885693, 0.10548124598195707, 0.6916214915163594, 0.8914079975078903, 0.35357579094792724, 0.06011274431938085, 0.951309983136713, 0.34981333945286264, 
0.8111914441845745, 0.5737401893808566, 0.16453637800435983, 0.7975042105669978, 0.58717661851765, 0.25050172591501163, 0.330050036845443, 0.8669029135123955, 0.652627382162685, 0.7613088308052656, 
0.8371290891737019, 0.3221186616142827, 0.2485563815827867, 0.4550732417368235, 0.29283206171549836, 0.35853759267084273, 0.9845006163472126, 0.5978240724590649, 0.9697136904608024, 0.5896720202240638, 
0.7725938203513717, 0.8158400657150298, 0.9092206642240861, 0.6680350217100821, 0.9346496592991853, 0.9993440391206865, 0.4784308682926497, 0.2838268755355411, 0.8068851896615508, 0.1631178091583645, 
0.24493186886143226, 0.8978735100507532, 0.1043296229211178, 0.6067108085375872, 0.9685325202579267, 0.25143457648820944, 0.7078880801492213, 0.9749084580977421, 0.20119858313053085, 0.22281051982545463, 
0.3943062565676838, 0.5148284022049837, 0.9969411108434317, 0.31348036633465914, 0.43065470102279, 0.5634655079321389, 0.5676017316978098, 0.03956682987936733, 0.9188027550227296, 0.4289532506694482, 
0.1461947534713247, 0.7580660353177879, 0.8059833282906166, 0.5350438666182797, 0.37813101259254467, 0.44451836838773906, 0.8243595845704665, 0.2039689574402609, 0.9833054246681526, 0.5953689673598991, 
0.22206950909598588, 0.6839859449662699, 0.11016313806066302, 0.7941697029154537, 0.906847335586745, 0.9034426408400752, 0.6808290016421383, 0.4475426311977734, 0.42205258079874586, 0.0004448942743736639, 
0.8194009951950888, 0.516674905261368, 0.36517355003660235, 0.19371891048790324, 0.592583326772031, 0.6873028815363064, 0.8122552046070232, 0.29921872193735854, 0.07742322760569631, 0.28334413458923446, 
0.4022051902086383, 0.48264221927512196, 0.20046285857342672, 0.6234479787665261, 0.2506063726136508, 0.3355763761827001, 0.25229828311117486, 0.17160507629319988, 0.6066984056699221, 0.812396791092167

0.6222337872896224, 0.2819211659758869, 0.632826178797597, 0.3159453471514233, 0.6655173817034019, 0.23009882657130587, 0.1745511428584715, 0.4304178451418226, 0.21579707597429687, 0.6439989017031754, 0.5363598114151972, 0.5313208373936079, 0.24914492201554617, 0.6152123125839631, 0.9563438703312065, 0.31945922245450553, 0.3985697993678584, 0.8252734912201704, 0.3572279769959248, 0.5532761612728048, 0.9872972299114244, 0.8019169071504817, 0.7774017953163345, 0.9100447923420617, 0.873530973807548, 0.6401204882217383, 0.0907895785877979, 0.3948812772107747, 0.28007273019511225, 0.06625828008273271, 0.5837749518074519, 0.1278343875299911, 0.15346248915193317, 0.7184912483727675, 0.8398913186853432, 0.044663793462595636, 0.9102256206929773, 0.14110089071011978, 0.08565828438999135, 0.926268024993038, 0.26141871095654556, 0.8210505351645762, 0.5419830671527118, 0.8870987901127305, 0.24702891636440072, 0.3477329637082782, 0.48790877687536693, 0.8436786581620396, 0.49618369387736827, 0.7123538039694355, 0.7492659126468464, 0.014736434892368644, 0.11626767950443184, 0.7803607178976562, 0.4249675617671751, 0.12382175086177627, 0.54179605449329, 0.3201810821221821, 0.6875630365721078, 0.7657771994172399, 0.70637543930121, 0.18239244591507175, 0.2427234904613711, 0.8752681056922819, 0.9244891008168579, 0.06708983947341107, 0.891003862347506, 0.38724117033357075, 0.6808435838976455, 0.9315998638905487, 0.6528631600210023, 0.43195577981695865, 0.3956112720417414, 0.23143817916617448, 0.15635637237008948, 0.42921036971729076, 0.46831897779660026, 0.7405412767470666, 0.9108992776156719, 0.7856127875254715, 0.4329179664411451, 0.9521490770163753, 0.25880691789159693, 0.17898209272615273, 0.8004199063883622, 0.2805821759328069, 0.9794068428480492, 0.2808649554197087, 0.2896540077498496, 0.39118889021789083, 0.8418354856351102, 0.49022519482466254, 0.9148687771669596, 0.3964987198793064, 0.1734225624252823, 0.9465148849630759, 0.08537358155091723, 0.9858911748962574, 0.5655298883115661, 0.21031547214787094
