0.8301991619184836, 0.7256543903514837, 0.44321073739688577, 0.49861379215527013, 0.1572963868862629, 0.07883002462005917, 0.9526647618503697, 0.9651953769152065, 0.3675019784649577, 0.34700619793794973, 
0.05374079377484453, 0.6086900648144826, 0.47282929665850393, 0.26842767925484, 0.7192599011136578, 0.7192916359237143, 0.8499661834750474, 0.10650969592195536, 0.34187056732499554, 0.7188833098795538, 
0.4958241638231925, 0.6026412412673353, 0.4131006134496744, 0.7315646766174322, 0.284046008830915, 0.22682434047422217, 0.996639735521394, 0.9381685055160026, 0.030922607761341703, 0.9080159094854368, 
0.29882447269453094, 0.4667244882762177, 0.39877231773817423, 0.9242498883820304, 0.2998265637482386, 0.12343241250482284, 0.5702822129873975, 0.720039922652186, 0.6642037486605189, 0.4830706178307834, 
0.5571585251999841, 0.8703684189896255, 0.5897234169638876, 0.5364643328393388, 0.39509075988810094, 0.20024637264914125, 0.42375292196903025, 0.2638340592498095, 0.03908116572441078, 0.4765155831035136, 
0.5907926048383694, 0.25156828836220824, 0.22363706906187797, 0.17745373377634532, 0.5587725717341957, 0.7188005106571687, 0.5092066696073938, 0.8559129325548124, 0.7957376257943013, 0.5918797119712815, 
0.7887111038614341, 0.8203216259895213, 0.38409691622813213, 0.7879643060929421, 0.9105365647436249, 0.3499736688543198, 0.2631955311507236, 0.4185838377422143, 0.150471304374464, 0.42337100854284027, 
0.1555053902861775, 0.9321877621459934, 0.20665685977260628, 0.8512253442343981, 0.830235650382369, 0.10939407719336824, 0.6229224507532249, 0.1350257100561606, 0.7073305977197712, 0.20083396486654714, 
0.5747028365700025, 0.686361499907441, 0.6511892301754696, 0.5570396843251456, 0.03436068221296085, 0.2675901069830118, 0.057705450800859204, 0.9821874228915963, 0.5953183152281497, 0.8648345763579546, 
0.3827009592844506, 0.7269257540130424, 0.5908857023651467, 0.3487888216395828, 0.14736795273039927, 0.8983956832257123, 0.7483217988266336, 0.9062120962155946, 0.7713094361901489, 0.17135099603927006

0.02182509932058685, 0.18319696530852503, 0.11348467812775986, 0.5634734861772546, 0.5353630399794644, 0.2799872170612213, 0.351062680273753, 0.6574786639545693, 0.16588391990692397, 0.32286981379425017, 0.09892635568482944, 0.9143165330460796, 0.525570102781558, 0.4210225514327057, 0.25817674774909793, 0.9657140050799466, 0.45004602701500196, 0.3559820921907053, 0.7886540019405669, 0.8134548725355271, 0.528474514778405, 0.7050300071602916, 0.6227325442752988, 0.7662953523145678, 0.4077167132693169, 0.06546831169017475, 0.4470753402084803, 0.13793767033488002, 0.7133001806280995, 0.9216182889167533, 0.15572068560441954, 0.48729994744628424, 0.7822203199510334, 0.5953775871166951, 0.9623221506586181, 0.8235225444018751, 0.5281458801987694, 0.3433681701854716, 0.6063598465761089, 0.18033060746785223, 0.4612511325186128, 0.3736491303955243, 0.6386669786453347, 0.023738911656095874, 0.8326479265005702, 0.23072915750915768, 0.1859655160829542, 0.19356067262462107, 0.7747823635332483, 0.7693437758237275, 0.5072175945330908, 0.8144282935646394, 0.025055134566117077, 0.6766133432489155, 0.11830485377758604, 0.10949898949783665, 0.5776845162325774, 0.38817599353295995, 0.01588679050000663, 0.5812232333319112, 0.8177644324995208, 0.20585510165073562, 0.2629746380757233, 0.571082165440378, 0.15549378781278467, 0.32202174054544475, 0.9188526779259274, 0.621076716394192, 0.5769665141145365, 0.7417130090217757, 0.9838978088940151, 0.800745013845637, 0.8494614798322309, 0.8336387791896867, 0.578758815340497, 0.3962449590590157, 0.5489836958253453, 0.0010681635822095137, 0.24679468922456405, 0.8543551116201933, 0.5289684821815249, 0.190468975784569, 0.8244910425116959, 0.13728985799016136, 0.037333351120590996, 0.005987897092864736, 0.9928372684889879, 0.682565427248728, 0.05100477169935824, 0.5434612598057676, 0.9281502352906902, 0.12175290412465245, 0.6494001455310259, 0.7332371005324534, 0.2110319024773747, 0.5443370118140588, 0.520499632315555, 0.8306440345133665, 0.5397034797915689, 0.969325143403737
