0.6094669312790262, 0.743845953345069, 0.9186117288707512, 0.9474387725606559, 0.04006080724747196, 0.2167161038326264, 0.96826237369272, 0.4245584971371956, 0.5606616563556662, 0.7714678810331661, 
0.5036141565368482, 0.12250607999496654, 0.04542334695078554, 0.019500323735863634, 0.4053735588230658, 0.15950598756721834, 0.6009894725373824, 0.13678947029367794, 0.33391774533989416, 0.33825112224764986, 
0.9042916858051357, 0.5022788555194277, 0.7512033569020722, 0.33808006628365805, 0.07493886344306844, 0.9360065270306206, 0.40120539852728654, 0.3876154541074551, 0.1813406104337606, 0.24726430748639117, 
0.43062300853768287, 0.6985144037496362, 0.10427580330293496, 0.32199783484791233, 0.3315727679393662, 0.39319742859144113, 0.7225485828187399, 0.7721036998429438, 0.0942217435756938, 0.7077464379320881, 
0.23828492059115203, 0.11263085011615481, 0.9122859133093906, 0.8266179636255382, 0.37043818628108083, 0.23437518189200257, 0.3873391938010764, 0.551716378021995, 0.8938420149368901, 0.46627946804192755, 
0.48250507611551385, 0.2853466426533807, 0.04051000691359241, 0.693371675112385, 0.24578455910801822, 0.42341078831597156, 0.15091389734768212, 0.46786164195994906, 0.7821603710852325, 0.01325572428639743, 
0.8161482211677997, 0.673477871749434, 0.8623133085893051, 0.05683208693700281, 0.7693407119998641, 0.777843891039735, 0.11971744706327225, 0.9601648872403151, 0.8743752302071941, 0.312278536367005, 
0.9365829769234735, 0.38994445958061685, 0.445940685495939, 0.7272203511823424, 0.24991101757464196, 0.585351957499727, 0.3289210969395894, 0.6144828710895789, 0.16251238135375012, 0.7325960111561471, 
0.9711570916959001, 0.8603967692519722, 0.1435325313783412, 0.7493046440597351, 0.188467461170315, 0.422111101246184, 0.2221914673726444, 0.2374993300899222, 0.39492178790616594, 0.4429858306333503, 
0.40721740311993393, 0.6083083814391714, 0.6694386119052076, 0.6704059631473694, 0.42762566845538164, 0.24850243785063286, 0.6945788465193928, 0.6422375115464664, 0.3999817827443045, 0.08389702020163681

0.3921394456041142, 0.48403443758368014, 0.7168714370534208, 0.5018812080063885, 0.9053921122681131, 0.5734502428263364, 0.49556849659557467, 0.26973908644962374, 0.6502048057463374, 0.7318551794859017, 0.07590203309970267, 0.17531450359295886, 0.239472839104087, 0.9510831638285256, 0.7945473620401957, 0.3860343757807455, 0.35450425021370324, 0.7423748319428217, 0.5469315958621123, 0.49376254459499436, 0.701255406788404, 0.022585040776128662, 0.8475307489453858, 0.014623990002278653, 0.6116291187185519, 0.352708028959155, 0.8258696261566827, 0.28668832875947814, 0.13768079700072966, 0.6603884277378589, 0.47782043661313245, 0.9096682724238158, 0.12455092230584319, 0.5982273007568935, 0.23407127633164815, 0.966060165329278, 0.0166839988246249, 0.9208227469875949, 0.9263934554801057, 0.4883070637193554, 0.6604821164058761, 0.8507044214968741, 0.16796421222341318, 0.49446098503021285, 0.6946921943546286, 0.37038760004401894, 0.3340685879862243, 0.7396769464007906, 0.32824393184450795, 0.32885968371633945, 0.9657748371362184, 0.7455318069667985, 0.28916858499299725, 0.38800305464296303, 0.698659616753192, 0.8741366679663755, 0.09519404674200338, 0.7558631244953912, 0.3907499123640986, 0.2186360482489469, 0.06069476302523957, 0.5172649585056786, 0.7935070374254629, 0.4923219744889188, 0.6234351925427936, 0.3730285627595008, 0.8060298477996545, 0.194126813049881, 0.04777306845839979, 0.7214772897335648, 0.5370804362446482, 0.31616436456832664, 0.5841822861705378, 0.4517242579030891, 0.8833786481286006, 0.7893526053044405, 0.09465516761867399, 0.18742296913559486, 0.10169058042106194, 0.2956662845637109, 0.825119434356554, 0.23464550706971876, 0.4433762236442249, 0.45845273228003547, 0.6962793744858254, 0.5040884922637672, 0.12222206277643388, 0.002584876296483518, 0.0014493333745647652, 0.37159343289503965, 0.708125117074345, 0.3943024976669758, 0.47376447663931776, 0.2381501780303652, 0.37650521758169553, 0.46931411827385894, 0.2634593690383352, 0.8753706575863238, 0.3300991745083479, 0.6958613976913264
