0.4309986317055092, 0.543004535973842, 0.40144876886689873, 0.30946020207453806, 0.31686244312019196, 0.17592436293759117, 0.19832695123380162, 0.3150317873175925, 0.49314502162732543, 0.8741111786421077, 
0.6683732039774445, 0.020323186276011262, 0.6824680178998132, 0.6525733924398408, 0.6566694476510493, 0.20633838548239947, 0.7800717962790528, 0.02563523198704143, 0.9566739251360458, 0.794647817495303, 
0.2778518028565742, 0.9867670909153795, 0.4128530502110036, 0.6335793869419859, 0.7859521601948389, 0.16987175141600608, 0.970788673408499, 0.4096181395445725, 0.48823281500711135, 0.6636803315821446, 
0.5069897330290594, 0.39820264573686415, 0.19159559395986525, 0.4848263629902615, 0.23437961524723305, 0.42445175605362717, 0.8649018330722745, 0.8570453171525654, 0.44220768111725506, 0.1150639470145951, 
0.7287576456279947, 0.8573543661687467, 0.5738964974604053, 0.772374810447336, 0.010268950631641238, 0.4083370682875328, 0.6743839404607066, 0.12005460708001603, 0.3416872584526969, 0.6528005583732969, 
0.3861369040960122, 0.4112662512975632, 0.575308251296487, 0.3228919052270858, 0.4969951295389706, 0.9173073288910493, 0.6806368266160251, 0.8003047976675598, 0.4106803432776567, 0.5409774097402842, 
0.07379271573129909, 0.2754163079040851, 0.10947520703108038, 0.7759162676939043, 0.7120024170124929, 0.30621563946998365, 0.348178323197625, 0.12097822190415697, 0.6324997989699062, 0.3563413780563842, 
0.8428650889715061, 0.8825666251921638, 0.3760407720121124, 0.5250848290515081, 0.35207871720884376, 0.5066783553348351, 0.2040616071902681, 0.19077543822463527, 0.9732666981248408, 0.05241653667008661, 
0.6493676156638085, 0.5150269206015142, 0.5768745936067569, 0.2323534162369093, 0.8544113229529913, 0.8537869048032083, 0.46230166653944715, 0.38521641110350024, 0.371539228014668, 0.43609932235371596, 
0.16756412548683763, 0.8076941696762369, 0.5348788825872861, 0.6417129255006163, 0.6083380010203907, 0.5641821676463975, 0.7739277193510913, 0.2546119068596583, 0.23873798962250148, 0.675904525859304

0.2043364414926918, 0.9267651251449632, 0.5501557777976263, 0.9568416199121178, 0.758304672369603, 0.5375493485732202, 0.6208424117702921, 0.5677605356472092, 0.5955977214947761, 0.39691949809372473, 0.7146526722524373, 0.741405739634371, 0.8665593248754397, 0.22900634430376077, 0.9298535595010481, 0.8658775773838563, 0.6493730578155502, 0.453283696197189, 0.44224462704213696, 0.21229206890042662, 0.6357985699425542, 0.6486576805602692, 0.6220991040431206, 0.2367618930491211, 0.02918831774610897, 0.03600926586549902, 0.7356531402373395, 0.9327744450773809, 0.9097768802447673, 0.7023320919389094, 0.4603806523621866, 0.12297801859761792, 0.30620609681460764, 0.6549889372538663, 0.8469882454261471, 0.6155283389660522, 0.47734783998884545, 0.9073911858107717, 0.30700314203764845, 0.7436833663037932, 0.9163118139463691, 0.6654856751535333, 0.08535536333876881, 0.4073485502116544, 0.5232486914421126, 0.8469711083454599, 0.1263478852535861, 0.07189463745928149, 0.22932878465079187, 0.47293767761422123, 0.9688666044441615, 0.13079802369907345, 0.35305630609140726, 0.4753247004190053, 0.010545281952793362, 0.4507870075816892, 0.4143286582153177, 0.4119699499838828, 0.019106179280882207, 0.9491067725326723, 0.594551701662564, 0.4362260951987954, 0.7674739650257592, 0.4472906900767667, 0.08779578749499273, 0.021332863293482607, 0.25383440213384567, 0.862325249216252, 0.8670844069732734, 0.33883257917023435, 0.40939644528941843, 0.22960920315154176, 0.39508180016330585, 0.9963746108074533, 0.803172533846565, 0.7129717761957869, 0.7323152429577638, 0.9372730926136212, 0.7949351700427806, 0.015512836245293649, 0.17015476364969606, 0.6838135720400877, 0.31641597747584715, 0.26496783878742813, 0.717607851384509, 0.3663966680912467, 0.23284088479112697, 0.9852032356349218, 0.9337247558991354, 0.843003531706801, 0.22188698872716772, 0.5725622864077529, 0.7065610424799846, 0.8428862337255016, 0.7155372404274468, 0.8918614627662609, 0.16124666320720382, 0.18392555335226368, 0.5871528984113653, 0.03870452413118697
