0.031676170846897334, 0.7497930109743203, 0.15023972420681775, 0.8794143324167608, 0.22007486166283619, 0.9955203288722461, 0.3022097894475858, 0.18952007353624134, 0.18812821632128773, 0.1767300586752033, 
0.2206790366444542, 0.5590395274574692, 0.5359072350700634, 0.6586386673361617, 0.0754970559315834, 0.7526969931546215, 0.6358970447000887, 0.8923099025318737, 0.8783539121609244, 0.37153814117834727, 
0.9263304787742257, 0.07909771140350119, 0.0747932343104799, 0.55915862914, 0.6959980913462974, 0.2727813319467014, 0.4776769225695102, 0.5806142045146797, 0.721473573286713, 0.5166515214691385, 
0.6110397378800576, 0.47310244046949945, 0.6427563909110926, 0.6656578705814554, 0.9084987450581977, 0.12605913907855315, 0.42834516489153296, 0.28287916756638565, 0.27644922188074317, 0.02220095675484357, 
0.7933265327032041, 0.8688907291304527, 0.7378289918639259, 0.4050630451456786, 0.5858532484507298, 0.8682025418415771, 0.7942711971697398, 0.49066988521155475, 0.238623473741145, 0.9364043140086007, 
0.4414392141436583, 0.9072027320481085, 0.8861618844635745, 0.5694783693818242, 0.7554648945869016, 0.06750388349015224, 0.2715367630830525, 0.7019270316290285, 0.7498433841362966, 0.4545674876823388, 
0.692881903238658, 0.9675711298925607, 0.527162328584315, 0.478769013792288, 0.7988540625679182, 0.5297235440425988, 0.8308353200777505, 0.033536785578571204, 0.654439267497677, 0.11922347625176188, 
0.7695433427065176, 0.594048678581066, 0.33930069825642606, 0.8981235136632664, 0.5429419206073234, 0.35798998565918194, 0.077317954370971, 0.5574525035582504, 0.7560153684654098, 0.671836348881874, 
0.7156313521438314, 0.057864734671192464, 0.04632945367683128, 0.05297290852782133, 0.5993879968825173, 0.48914226924997994, 0.10381084665013496, 0.3741873239085337, 0.6678840860587335, 0.3648336766838617, 
0.15760651117537006, 0.5323451952248334, 0.10814353544274136, 0.3194415264179663, 0.2774384391546172, 0.27376075400081246, 0.8055951514120047, 0.3911354841025385, 0.5905552595633976, 0.10939757659479021

0.8522208429036318, 0.18539948995243616, 0.4501970504879228, 0.6556434786918396, 0.6857142676491197, 0.06110948919272252, 0.33074069198311806, 0.6416969653441496, 0.891643882791343, 0.4936550669669799, 0.023164683605650604, 0.8146002474441605, 0.033814942828504946, 0.0661254373427348, 0.7285367620267568, 0.05865449770289877, 0.8685731230311531, 0.5635230554027842, 0.7130099256894259, 0.9220863278779659, 0.40293055931761246, 0.6010632160309938, 0.3505133879168354, 0.7065105507000367, 0.5266766602853069, 0.7704086556333891, 0.7679202766572988, 0.2864575692766411, 0.6814739648931124, 0.01223904454549296, 0.9039315930280787, 0.4635688832159458, 0.6073102177008044, 0.5010027100272951, 0.6700199272453884, 0.006566452531229117, 0.9382957318978971, 0.48875075044681426, 0.519148467899356, 0.31010339989175906, 0.4272207646158863, 0.7241128941091309, 0.16686533314474639, 0.8289602176913581, 0.8670521959246005, 0.5249597342791431, 0.8532161245091661, 0.3893643419689755, 0.6488164394470952, 0.4194547698915123, 0.8227274684947249, 0.1339029637308945, 0.29914088590483956, 0.6122142581566796, 0.8907163952116937, 0.5699160119457236, 0.9700454134648987, 0.5796624116018204, 0.49640041286558734, 0.5653373828139682, 0.8243137484747701, 0.7527425633463092, 0.5610191749867268, 0.8147419157219082, 0.7878551825016384, 0.1921187972202537, 0.8584922248288195, 0.09680148322140014, 0.7398510369741931, 0.17009781338447238, 0.8513789286797516, 0.3536690143799929, 0.4439067745176254, 0.324185679454261, 0.08095551992002104, 0.20263861424326646, 0.2808938874501058, 0.32876968823944497, 0.9775747967129107, 0.13761935941761805, 0.7882737840755634, 0.9191184289975521, 0.07624704530658666, 0.54022134792345, 0.6947030075928592, 0.6662404761026719, 0.08087954122296537, 0.5785088440260144, 0.6786559952292885, 0.3472486962888639, 0.4760366309868841, 0.0868266691420011, 0.36074411969292286, 0.2110640226613839, 0.4168974844141502, 0.584632758352551, 0.8159042187639429, 0.17990337413049173, 0.6460324264780364, 0.7051791760283128
