0.15090130992818296, 0.03862266090334576, 0.6630102851911415, 0.11526290096550407, 0.5165203325697906, 0.34726959927913814, 0.7263261945495139, 0.868370275748294, 0.10510896951524007, 0.18315546785013803, 
0.9537455991219183, 0.9621182799310963, 0.5439805395913864, 0.9394715850805974, 0.2946402266473498, 0.4637384404066579, 0.14174153425443425, 0.32640141420090596, 0.8414890087567426, 0.5969312401630134, 
0.13920659983389116, 0.6951657690651339, 0.13345854318783423, 0.48677350753744897, 0.4978727016663209, 0.5448005185805302, 0.00822993655442339, 0.9228174197793003, 0.8548044603467415, 0.8155190919960364, 
0.7336756173971769, 0.6766289955086313, 0.1796549589069215, 0.6065927516045104, 0.5036966675189565, 0.037362461902727184, 0.21680044407829702, 0.4292925964148169, 0.4880013709889325, 0.8534014422957045, 
0.8535390101385535, 0.3429275149266521, 0.13609864621249113, 0.6424222864627657, 0.7245647831603077, 0.8209841037844344, 0.8222759085500291, 0.2511584416563969, 0.4757234223625403, 0.20316000536730394, 
0.9314264555017541, 0.5853377484856882, 0.17223342006261655, 0.16795951945970222, 0.504952656412916, 0.6918127657783409, 0.9790509458901238, 0.3840970683590803, 0.03391893873664198, 0.5800926559917597, 
0.01315160230868917, 0.6634990368856916, 0.5587445716085923, 0.35158994002947397, 0.5691329073712342, 0.2680764888469891, 0.6620502396742979, 0.4783376014658022, 0.8946165499344667, 0.5207703795092508, 
0.24776919283378196, 0.8148762899868257, 0.13631338003387095, 0.1749137188087243, 0.14328436168907144, 0.3867878873046604, 0.9584735529732936, 0.9680594530684268, 0.050644256738865856, 0.11950828524534252, 
0.7209995172419421, 0.8328638940871687, 0.7996222669397219, 0.7294369734969426, 0.1412731856251087, 0.14320067276335002, 0.5091025382528439, 0.08846302226986702, 0.7726804583001478, 0.2671972600182002, 
0.927667239899205, 0.23498271316088537, 0.4062344233651072, 0.7792165582729965, 0.21422809596056624, 0.8736329155880579, 0.11943631187312498, 0.1544006125710784, 0.8964882810193311, 0.7845525449719278

0.9742463527670885, 0.48530718652846383, 0.31661637875048887, 0.4405731373196823, 0.5261250874122269, 0.29566791798333947, 0.5603273141486107, 0.90499641767269, 0.8796009213233492, 0.9217929782148544, 0.15382227815373695, 0.626626695091148, 0.010849308250922562, 0.6284235815129808, 0.19902400404661402, 0.918664112879851, 0.9815201461186129, 0.5558704107122453, 0.769421765484076, 0.9164048198333188, 0.14413398283686607, 0.9584023949739291, 0.4478427369328275, 0.4585128613670957, 0.5288840928468284, 0.6742745538699111, 0.7113174055759525, 0.7636912535529103, 0.6948534696355952, 0.5671572442797879, 0.7683524384991661, 0.42064421827057397, 0.6301231381248674, 0.4034939640707518, 0.24106246688035293, 0.9949373886945772, 0.112497048730817, 0.454200746694166, 0.34726860160740713, 0.5460615233403422, 0.6156479785647964, 0.09704970380744404, 0.9460808237764394, 0.33343241489569386, 0.5300540778407298, 0.37192864707594286, 0.3608315255106227, 0.739611014172347, 0.9773221374963891, 0.17900596085806997, 0.223332843619785, 0.946005957708666, 0.11432200483994215, 0.6034026872249177, 0.8123911146856868, 0.9240403736948674, 0.3238251115026374, 0.033765780790603106, 0.16569670739531261, 0.9437059731852451, 0.0498985033622924, 0.5701572632629575, 0.58377411515821, 0.913887475615795, 0.9242804440825745, 0.37180131173428144, 0.018259997201536593, 0.6239163564298772, 0.758443588555519, 0.9623887784256067, 0.5733562151476285, 0.9253297920166663, 0.5900336108539773, 0.6460123383683306, 0.5477603912415848, 0.26207573415004837, 0.2999053058570237, 0.1547021689040603, 0.17197575934793785, 0.9649936490325083, 0.12242023010446745, 0.2873859234012688, 0.5025303905274323, 0.3638913303843234, 0.7072944214226589, 0.17768821680658609, 0.6861176417500081, 0.39720715798529416, 0.5505025489900963, 0.15857541801413488, 0.47562015747164654, 0.06057632628804621, 0.7580432721742674, 0.20997025272006864, 0.772421687616265, 0.009063391118344644, 0.6235443548481783, 0.1466861463711614, 0.8042643081666287, 0.38401991534265234
