0.13581506583553493, 0.02096853984605407, 0.6681683660271757, 0.49128186831357556, 0.10660649619241469, 0.2885640505677388, 0.22077460482334288, 0.14442128995818193, 0.3872601842485496, 0.9812785821683825, 
0.32750115837162874, 0.2903200572105302, 0.5980495181316063, 0.8822407869347466, 0.5045388118819345, 0.3439459183307251, 0.7257522388296442, 0.7964256169788275, 0.5244832178042766, 0.9662635670438694, 
0.6917864869231505, 0.8095068587108474, 0.6387357638041522, 0.2178544218255546, 0.9675197045759745, 0.5956582326306682, 0.05593785815826846, 0.06449633372979002, 0.9443824346220796, 0.35677814948261477, 
0.44608422627428057, 0.8298953087525336, 0.07378385748650906, 0.4379997878758929, 0.9121855759515979, 0.26248579995353194, 0.7520315741111063, 0.8554029959224005, 0.09039412304772398, 0.8465684869618304, 
0.8549527774907609, 0.7865993616520336, 0.971780289991576, 0.25164353063098976, 0.15714343067641912, 0.05162475559395452, 0.13568118846467125, 0.8367749919586047, 0.2716061963526708, 0.4198358057175571, 
0.8310212059648793, 8.820191550229506e-05, 0.49153889435163634, 0.9510796154756825, 0.2367357032787396, 0.539720360262645, 0.45667330390548977, 0.4648615388652855, 0.0823435131210366, 0.17231467898427555, 
0.8476541807497461, 0.7251123731932192, 0.3936103072315913, 0.3895467254518684, 0.35854916319490027, 0.41895509615367055, 0.6846161908846182, 0.07341465324082486, 0.06026649490742797, 0.7734704116764932, 
0.08603893950925423, 0.13029268197324673, 0.9386557797388355, 0.10347172184782416, 0.8840131953310815, 0.730549610420343, 0.3386154734161987, 0.4975961294094092, 0.6157739128749221, 0.199412675260906, 
0.5344907675254854, 0.11714550852979999, 0.33475282810597007, 0.08278643683280096, 0.9865086365190693, 0.5643136740397289, 0.6494313458259909, 0.3284146066785604, 0.8569414160012663, 0.49899453971733865, 
0.3454661471215802, 0.2355661833962157, 0.1358344449056571, 0.08147766787320243, 0.10430357050325367, 0.743468704143101, 0.8618833841417388, 0.9023033992136976, 0.9539944345633522, 0.7710913673483403

0.7221660355835174, 0.2641145225741408, 0.8015490425516273, 0.7460703673722001, 0.5946771803398121, 0.9448664541844763, 0.4419567162340512, 0.2806537335367002, 0.0019562452295226462, 0.8363338456042626, 0.7764765744179195, 0.3584311320829364, 0.4230384151999217, 0.8022417697147276, 0.24243397152187895, 0.4432026969779106, 0.9697733955151634, 0.26587703960405673, 0.6298238503325748, 0.2365899812424851, 0.04093430126604247, 0.10352606360513306, 0.1537035439253297, 0.42114906377835404, 0.08301865268384667, 0.03353734508608497, 0.5761085444870043, 0.23796714974746724, 0.5854286165019257, 0.768104072364404, 0.4523642184379776, 0.38268747394542957, 0.7167464359720245, 0.9365051107930228, 0.6035768050912154, 0.7578283440630712, 0.48506725768366077, 0.21175959704920633, 0.8516005893497929, 0.5187707681986594, 0.6788828476951765, 0.610594354749022, 0.9679015540706652, 0.8408427972760136, 0.5567959245654225, 0.7903831122787488, 0.8081938334161137, 0.5213948481523331, 0.5072189883013725, 0.04944481297849734, 0.005114122020470013, 0.7679394750721237, 0.48438428340034545, 0.9917297987016861, 0.7015716672457357, 0.8468743515338993, 0.12889087217218176, 0.7746811830438827, 0.28193352560536356, 0.9734063810903495, 0.2777034691333552, 0.8388703635515918, 0.835867390519741, 0.14478219004616377, 0.7204766672475528, 0.07799873223109866, 0.8111691379059519, 0.603005391447676, 0.43102174751939937, 0.024246859525951847, 0.1752828150754686, 0.40162811982219115, 0.06715826838198569, 0.4647154991591105, 0.48793860203813155, 0.4961213841352311, 0.3997637461826046, 0.5691834153216893, 0.9036905391293717, 0.7140230674257098, 0.5887620808318875, 0.09448886565702652, 0.8356302168865107, 0.09084253532593867, 0.20262739742793467, 0.24759208869708438, 0.7645883522096499, 0.04976952644416932, 0.14553985021193794, 0.20834795073925105, 0.4726749583656997, 0.1620030134367001, 0.9063760280088694, 0.569196527270289, 0.24299385071335722, 0.7024218694772708, 0.009786940863113491, 0.06635255734700407, 0.929873597245142, 0.4978260072761993
