0.2662734938494953, 0.8553139870377297, 0.5117462427362929, 0.9709407661095275, 0.3984916743868179, 0.7175978276316204, 0.4445308612096903, 0.6694565070280871, 0.3776942574378761, 0.08656875623070004, 
0.6799068905412382, 0.2277393215241602, 0.6546159760780589, 0.09680810072068546, 0.0734176993011677, 0.46137601560466734, 0.8416638432125103, 0.06656193309387037, 0.7029306223567481, 0.6293502938865418, 
0.8588118975610711, 0.6476343586130252, 0.9578950452910503, 0.5963047072114508, 0.7213311946168776, 0.8277266745006139, 0.9393464245296929, 0.923754927499536, 0.19578402401138284, 0.24474154708694262, 
0.3669027510544799, 0.2667094908436066, 0.24536288756326308, 0.13133558721591687, 0.3702216324703581, 0.24980691699366075, 0.7176847574325078, 0.7321846479226919, 0.984425081004217, 0.5864237149523418, 
0.28473996625410103, 0.8325409057678147, 0.9686211694475059, 0.3016800274855591, 0.4377172893346096, 0.2616564686227666, 0.0647493263713993, 0.9584974379441276, 0.8419053338113774, 0.4002614305561494, 
0.8855919216006778, 0.19372460200387875, 0.18113829660648773, 0.6114795547625912, 0.2925257426975987, 0.04224119642627322, 0.38068722230344365, 0.2808420806840767, 0.7638635526651336, 0.6616749129128076, 
0.965500896924638, 0.09582273209725156, 0.9168661627108116, 0.04240416580957773, 0.15370756540983388, 0.6331857470469452, 0.45711955899971446, 0.6267368838846356, 0.23695587401018492, 0.20249481337521058, 
0.8636669626958118, 0.06544690093096694, 0.1799393788001611, 0.22223175039548193, 0.6233605882377898, 0.08570912992329904, 0.17990008125116908, 0.5540312127361112, 0.49496478526382026, 0.6952999763715544, 
0.8926543003932513, 0.9781118383820919, 0.17354409062595588, 0.9157169272016823, 0.4234484115669561, 0.24046181429301072, 0.8162987170482825, 0.6621077004618309, 0.1476019919063426, 0.12436799137900612, 
0.040094208888639016, 0.8963145996846548, 0.1629798607862194, 0.7458485233126936, 0.9964340736254468, 0.10007524652443767, 0.06266268453258306, 0.6545471723190199, 0.9186753094308917, 0.29982151347585306

0.07181957462590405, 0.5425475226684612, 0.11197741176429055, 0.6634110359758172, 0.9568742908411658, 0.6565789664350383, 0.600638660931602, 0.6439377918474802, 0.9233136189052052, 0.5184010872058888, 0.23610870013362584, 0.09666484117408547, 0.7994845061024213, 0.766746364136007, 0.934571904072714, 0.9857786516544392, 0.1934389599114117, 0.7448048934707221, 0.9109133284694907, 0.5633892437813729, 0.3275506183214978, 0.7439936557796871, 0.8710943856241345, 0.7940276089092668, 0.004859754202678257, 0.09843395994268944, 0.856360412601483, 0.006697904215449357, 0.9184611537756687, 0.4697785714078463, 0.4473489180206125, 0.9919425338027524, 0.5208672423526383, 0.7408972887730809, 0.28800749021270533, 0.4947195922508706, 0.9772033131187923, 0.9842061777742221, 0.5034219433039787, 0.7016420250750394, 0.28755624948951897, 0.44130313402321175, 0.08140942153121278, 0.9558840602806392, 0.11767340195814036, 0.8805911166938449, 0.76950113988044, 0.35097268180739516, 0.470671713459622, 0.9041987224832693, 0.75250092465001, 0.22456808226876013, 0.9405899582526482, 0.6098501369270806, 0.35403265942041917, 0.397591505618183, 0.4468363673688599, 0.9799883859168936, 0.6355558942081457, 0.7098096768256508, 0.4630358997335585, 0.06257736206751174, 0.44268276592928646, 0.2869099078570787, 0.5307189127070843, 0.4836890965814914, 0.33986088505758427, 0.7538972654688159, 0.057293226093105165, 0.8272287508151532, 0.28377306573292527, 0.41888967346267303, 0.5239095726019675, 0.9997723847633457, 0.7800769965710794, 0.33933960357128057, 0.798378842734203, 0.9932098262754389, 0.2850778988875584, 0.6046594914058157, 0.7048386836020993, 0.31114243249519846, 0.20971091358162863, 0.36284276483569844, 0.2013728759665392, 0.0181479604289414, 0.2887138373862048, 0.8161917991717648, 0.7623383350387697, 0.000191660880628719, 0.224573872919542, 0.15430909940550896, 0.6783772209762309, 0.5129889877653817, 0.6006799711687053, 0.0963217701170157, 0.45457146256740255, 0.04815932938019207, 0.6452443244548289, 0.04394355622787072
