0.5854355266474174, 0.6931276358002296, 0.6361373710269863, 0.3581996395423217, 0.25438921878454224, 0.24251007224925425, 0.5196563025814696, 0.09051594477336478, 0.1179660366204236, 0.2490126982559112, 
0.7911342306551322, 0.0014460030911791488, 0.7660882883939634, 0.9556172357813134, 0.5264656479373363, 0.5847289010445426, 0.5031331396608969, 0.41218139388133, 0.7652871985589373, 0.4243508572049688, 
0.12783448174994683, 0.439295207027698, 0.4020085850396271, 0.5955535090591346, 0.9279850498473706, 0.1772483849352402, 0.47274314556682806, 0.8713489009732444, 0.42405976915843246, 0.24386649072154987, 
0.06493483735206718, 0.35002905655409644, 0.9615639110705776, 0.967645140474149, 0.6309096535272882, 0.22523193040461464, 0.5364084446908779, 0.5841765985645135, 0.003126327343513813, 0.7267001417820188, 
0.49915052677979743, 0.4813316835509699, 0.12124107450074373, 0.5859983587750691, 0.00838224972961632, 0.4108145488851572, 0.7125649068505806, 0.2286627313363312, 0.2723583535121652, 0.5316707743471227, 
0.1790459138465581, 0.8970181546850677, 0.25900143118705354, 0.9442329395781544, 0.8590472167742375, 0.572503030893961, 0.7065959985748979, 0.9823475606991419, 0.4414789555177291, 0.5758334338722403, 
0.13167036091520423, 0.7748686166602998, 0.9774068135826883, 0.9208824293601895, 0.10014100426903205, 0.22209600088411907, 0.6459394193583271, 0.39172358341454405, 0.647453253928241, 0.47073952827360055, 
0.2732139798674882, 0.762307461034666, 0.042827408889649865, 0.11154023190951212, 0.6129476775922367, 0.49393314810084255, 0.998742108599284, 0.27671268907295143, 0.9023496447784214, 0.45834644610025765, 
0.8393723391963015, 0.3976345824316285, 0.9940908847511509, 0.7621107036974146, 0.038682893863071555, 0.2712648705493176, 0.609992483738973, 0.6367154151254998, 0.7055502146317655, 0.7550185762400876, 
0.13682481774015975, 0.07506948237696476, 0.8626987198395285, 0.4278551153005371, 0.5906073833004141, 0.3723598081443307, 0.022826071291687566, 0.33851063613133847, 0.1640415384500109, 0.006743126298370483

0.5898308847664399, 0.9948491754418495, 0.4728736511118947, 0.14421080008382303, 0.9032466273312516, 0.259871647868242, 0.018600699349632266, 0.37135437035071506, 0.6835915173612304, 0.5566776610899, 0.869220094616437, 0.9992700837234257, 0.19445273823241627, 0.44201595580701847, 0.6003145341884646, 0.033197728082021705, 0.8948881101034266, 0.10974910885653644, 0.8172267610601472, 0.23312933037313366, 0.05843793735049785, 0.9564307585378578, 0.7443726073152712, 0.12197783994525191, 0.18001796001836812, 0.31861002184859144, 0.854805390452402, 0.0595458012817639, 0.7341209372412641, 0.7149442695979235, 0.07335120719365162, 0.5929334693602529, 0.26651207161340773, 0.14562592281092812, 0.42304471638999896, 0.7554693370720094, 0.9430335300155929, 0.3766109494843345, 0.4922648401920149, 0.35330249435734584, 0.40240629954541807, 0.433279116830497, 0.6725464943549165, 0.09422534067546717, 0.5110834138399948, 0.5871187307394119, 0.37764460756752827, 0.6930067778123358, 0.4263443070796341, 0.6182551841789324, 0.8433393916667212, 0.44651451504102757, 0.8473602505472163, 0.08562987380521137, 0.33645474854574353, 0.09882121692374846, 0.7959980430941774, 0.15294099136672423, 0.5154606443706227, 0.1497514123606275, 0.7126236606901201, 0.5867672203912406, 0.49629964390099224, 0.5861276502572074, 0.27515463460945233, 0.04489200773040536, 0.9388741988179176, 0.2481613930978368, 0.45953190849711467, 0.9728339547406033, 0.7072594723345837, 0.729951603284076, 0.41654567814318955, 0.9095335156220891, 0.7616614975556334, 0.9099526754219207, 0.27038201273372164, 0.6887707462082553, 0.6679906144045119, 0.7730397530077602, 0.3497189394426905, 0.3219767756958182, 0.43533420184945126, 0.1909490461654234, 0.0006415881166899062, 0.14765185153631233, 0.4267493007781109, 0.6022471503789242, 0.5427820116839928, 0.13912531011950435, 0.40318606666499857, 0.3340808714882818, 0.31004285630006045, 0.5086473157001349, 0.7294718090310595, 0.0041741710269249666, 0.8183948405569322, 0.6700658207493763, 0.5683256316122096, 0.8500542063576254
