0.893985067122965, 0.41156828462140005, 0.049644322828693466, 0.2639508847572428, 0.18044306686180434, 0.9671053420563994, 0.4181729589131463, 0.4046506643162535, 0.2168212424380147, 0.9409880561674785, 
0.996654690231858, 0.2029197634234684, 0.8450013482058438, 0.9143625819721896, 0.6060838161114307, 0.9746793322330393, 0.0763859139520453, 0.17175772707586767, 0.9095038997249355, 0.5337564305823316, 
0.5779698651939118, 0.294686790712944, 0.04305554364529829, 0.532661129075424, 0.8491107782256938, 0.045835009060871124, 0.4113099431813809, 0.1634708257612404, 0.8216010283424587, 0.6046828718500286, 
0.06782300646760553, 0.02949620798454622, 0.04621434143036829, 0.8463590006393696, 0.4530775211013691, 0.008997166541565904, 0.17033669847832023, 0.7707135072284902, 0.3234427815318165, 0.8706008236506564, 
0.980260030088441, 0.8928092945555378, 0.38011270596666014, 0.2419669372031895, 0.29706316929715937, 0.41395800193427357, 0.49820826874443125, 0.6583766633503425, 0.7333184255026182, 0.7925577228328282, 
0.5655550968955889, 0.6359293657911014, 0.1497270276751238, 0.5730447463832298, 0.5586682277591626, 0.37324443885082825, 0.32018022004497604, 0.8914085468166114, 0.5923465342855614, 0.23853439189649805, 
0.4248193369253004, 0.46877704937349873, 0.41590293780205556, 0.8980655260894204, 0.9578320724964186, 0.638259315205674, 0.5710119609872704, 0.1501644274141557, 0.517614927493095, 0.20971115917763905, 
0.6162638794066694, 0.44824650339766414, 0.15403440685783387, 0.12607052884501702, 0.8794441984331858, 0.5427330268465874, 0.6430120702186464, 0.39181422470562643, 0.2585329570759849, 0.04830802100117748, 
0.27146930943040803, 0.7876503197043115, 0.17994764692903165, 0.9662702700793492, 0.013644111169489825, 0.2634287703682089, 0.5700489421595278, 0.6834606894280452, 0.22268828142879316, 0.7962714679293742, 
0.7820647554441748, 0.03535553354609311, 0.8635678605709027, 0.7523772392343729, 0.3609985434464569, 0.8988685628659846, 0.6586117832143591, 0.5702831203748192, 0.6698562336817547, 0.401121236750425

0.08946486249689611, 0.18786340956162095, 0.10691907820018443, 0.3310795698085658, 0.09288627040943731, 0.3487424544917187, 0.5934634474671634, 0.18824130953567852, 0.3935906466611129, 0.7242551577521059, 0.11972189989883197, 0.4942035756415917, 0.18876202909185957, 0.4158073142083899, 0.31091467955579977, 0.44824424135136165, 0.06146202406918222, 0.4458515999233066, 0.3325006969893841, 0.6459126296222495, 0.9107917882274106, 0.37648698778875456, 0.7631827733052569, 0.02095230265821635, 0.9597151617666454, 0.4864388828630466, 0.4727715455934429, 0.17975653297626226, 0.40515707224459496, 0.16176871771495005, 0.4848827595493669, 0.4124359041006317, 0.920087662817577, 0.8696364403483023, 0.375605474617311, 0.7028481010241459, 0.938487452482555, 0.765005059742549, 0.8229792758876514, 0.7151757563526083, 0.00832253187556009, 0.6059696301946779, 0.6440107906392117, 0.524503999691852, 0.19980482536357846, 0.3926014414165021, 0.5173496139120418, 0.41142003098280544, 0.5054921096553773, 0.8179524679303268, 0.5619765028008586, 0.8096466201648642, 0.4164285244971423, 0.9045732278495328, 0.44591394587841304, 0.37745442856244493, 0.15021996187996367, 0.2729786945461975, 0.8028654810752215, 0.915601048421137, 0.20785837478645752, 0.08119562120276558, 0.8482962835623764, 0.30115324308306024, 0.49226476446315837, 0.6620233113981976, 0.8349930086366211, 0.03385764474782382, 0.8483778390463973, 0.49602754445832076, 0.34988190197688573, 0.6000644776470158, 0.33296738658726377, 0.9879775088614309, 0.4777497594661724, 0.40225464287992696, 0.20382370471496902, 0.45750486228880183, 0.7168640724050306, 0.6908037804982644, 0.9107307215262607, 0.7246591465521627, 0.9509099229871025, 0.9534234293336185, 0.15358426443423356, 0.246717257065744, 0.41723095093426643, 0.7628738323381146, 0.9403682845974667, 0.6753189854719387, 0.8295960714000989, 0.5934838297470904, 0.9500459671542126, 0.2293706383042039, 0.46678793422305975, 0.5187289817650305, 0.985130603017729, 0.8232988359749354, 0.975580813221134, 0.9288407279947323
