0.4732677952862009, 0.9187562650043289, 0.7543574680278813, 0.46960677270415985, 0.395523005287034, 0.5464893388301099, 0.896668994087052, 0.7914444702079058, 0.9492264492809538, 0.1034543288395513, 
0.2572630801071556, 0.2686212076200588, 0.5439862541320126, 0.46035097742592046, 0.9271973778083235, 0.5463049436829215, 0.7547369267655026, 0.767480580522197, 0.43303978858262615, 0.4677032735548525, 
0.5200904551950812, 0.6776882138424292, 0.4164970879508302, 0.0993027298549749, 0.5492805078340603, 0.7066512752659323, 0.3309817059541399, 0.611090734502151, 0.5480497342751356, 0.17843383227869336, 
0.6073384179850294, 0.8450918895367114, 0.5988382798708323, 0.806981567004925, 0.074803840301633, 0.23177636120141853, 0.9878630938754908, 0.22785428958378073, 0.037505516337631994, 0.7666737614295149, 
0.17679288032267004, 0.28967201638328455, 0.36469867956789614, 0.39449292009875403, 0.4162239906737457, 0.1708216360711211, 0.7051953164461822, 0.1785584648215477, 0.22458189456065614, 0.8522592692287999, 
0.12179328293014269, 0.462215680111009, 0.6777202364525073, 0.877312888361893, 0.8297126769204588, 0.695631328084682, 0.1433951342190518, 0.7376485035678186, 0.39832491661703484, 0.5904674575414939, 
0.7970001997989082, 0.9536662544475828, 0.038280466406177105, 0.5501843283561493, 0.43207537337548574, 0.1896714601011803, 0.9049142617806237, 0.667402549601492, 0.6199844125037982, 0.2521798077650593, 
0.757552387694543, 0.43271741070701086, 0.12977371202724297, 0.5305321974248569, 0.6414688400053845, 0.431957744537793, 0.22471262362401612, 0.4358308173295131, 0.5781710663059091, 0.01975589215197948, 
0.9017806541549422, 0.9394343960661132, 0.890196052941132, 0.8570572226101278, 0.0053399116237495825, 0.2722900712128582, 0.1702305767967608, 0.362574875261485, 0.06365365530278244, 0.4969319878460454, 
0.9796958767831868, 0.5472394081867734, 0.5015170326649168, 0.32690694856074376, 0.33644001893968134, 0.19016325307301551, 0.5164673299215989, 0.549794014284753, 0.9942628791183471, 0.168739905747737

0.5352406680869312, 0.21650283348396915, 0.934790743423276, 0.2727195137100933, 0.9217446808935048, 0.6598020159851068, 0.41577313726477605, 0.09582498327577105, 0.6726406387027969, 0.7097825947896754, 0.7746833420287279, 0.5889525209288923, 0.6988615989732353, 0.819375366693442, 0.015319092183818439, 0.03507354793103523, 0.08596124275875971, 0.9049914689069285, 0.41143191103838683, 0.827118688821697, 0.9630142788859039, 0.8815454538044784, 0.9912500175481793, 0.9686674268715851, 0.24089665774838065, 0.2609309169970073, 0.2846806532924129, 0.3592803672938457, 0.10872477173720374, 0.7735701084253018, 0.5430952089407315, 0.2436138169827311, 0.4352967172596891, 0.6068233681237352, 0.5082337364855181, 0.5125181295139335, 0.638694432436307, 0.981699249739192, 0.9025434881805726, 0.7839690237903447, 0.22545504267200567, 0.9810371473703995, 0.211665106197374, 0.3244494294442628, 0.6561149890349854, 0.5456283930562263, 0.07356341338347283, 0.9061851493721378, 0.9193957283165187, 0.858272491245073, 0.9986151608885693, 0.27308501226781534, 0.4939277683551254, 0.7663786415433357, 0.8781273784688688, 0.8776029569538878, 0.9922148845972852, 0.7393717696044869, 0.8331683303409063, 0.5809672825476099, 0.8102421867405023, 0.9143821776491394, 0.5447907225846, 0.24596809063607472, 0.4248587082821398, 0.6135240640327924, 0.5991420563568518, 0.8278527077639621, 0.3342212167565046, 0.8013960560676017, 0.38251691271582, 0.5407192545564333, 0.07786585367476795, 0.7443707877121224, 0.5449556058476057, 0.7423160135711204, 0.7310099833700203, 0.16174428357746573, 0.6286101942727061, 0.9392042513535679, 0.5367143615435265, 0.9980263601901915, 0.406908662034527, 0.4947948617480067, 0.9380307009796374, 0.23884265908915714, 0.2156374313124958, 0.8203823154069452, 0.41133971305131045, 0.7156851543654131, 0.4493469187378124, 0.3933895813917525, 0.3162858099997654, 0.8529937075877702, 0.8651864935502596, 0.36273426068289283, 0.8322477128678857, 0.7082393965648209, 0.3500160334998923, 0.5705424657804249
