0.2781562132693792, 0.3890170139818926, 0.13333245206264666, 0.6215605401305588, 0.6164251141050066, 0.36888093753011697, 0.13678426176178582, 0.1081389862307236, 0.8671970518175204, 0.9212529490641654, 
0.7144894892580093, 0.9526455923123034, 0.42613677776495906, 0.8361330529583928, 0.1345811536082533, 0.5948640035923164, 0.6363379436584081, 0.698923205061464, 0.09487290953763738, 0.5412376056212511, 
0.7077710733959894, 0.020450902863432208, 0.05792896949889692, 0.3692708188086745, 0.832731826997668, 0.2239429829378825, 0.4015187326481595, 0.1193404977642053, 0.10797160930805139, 0.3250186187691816, 
0.5002656039392591, 0.9581303838265823, 0.1636771057900922, 0.8490918539628399, 0.6999723863320698, 0.1911970410178644, 0.0915850442363898, 0.9413874899214897, 0.3025570428485783, 0.8617860586027138, 
0.7826282768217998, 0.5828356923231601, 0.81118084832933, 0.9841267707788006, 0.39591383156608995, 0.22622304345973965, 0.5070098180467589, 0.9348642365733209, 0.2833519466031429, 0.5887875752969453, 
0.7104010453745682, 0.29329397943289126, 0.189788314478188, 0.4192623067031709, 0.20822455078841184, 0.1583471241347264, 0.9379574712338848, 0.3563566811528788, 0.42581616459570804, 0.7134748750968523, 
0.05671053886319766, 0.7191950803228532, 0.13935545115817582, 0.3928703307410779, 0.22834663961370594, 0.24162059903044464, 0.7015658992074022, 0.054725380210540964, 0.18896792322320832, 0.8713596636537222, 
0.7911819642748452, 0.012398276928015428, 0.49109186013763007, 0.46555390160038235, 0.9344018499927809, 0.25247560399152735, 0.33601883040811154, 0.00038301230207549164, 0.9360685636292777, 0.15146648141496677, 
0.22485760116799813, 0.8123010521566255, 0.564380659171449, 0.2000596758384603, 0.951368647848832, 0.5343936300815121, 0.41375418600056857, 0.23315509130876333, 0.4843575806769397, 0.6085623177419572, 
0.3436918389547855, 0.26474458781714405, 0.11758716448194828, 0.07218673694821154, 0.41830898761610213, 0.9132323597993056, 0.08601339542356312, 0.9680249315095228, 0.3200888749070071, 0.6199897254162784

0.3441496235565743, 0.6850396742652072, 0.927889938298984, 0.45183254403419726, 0.25656233896118963, 0.8064525285024613, 0.5694700910959811, 0.31547421176807977, 0.21385681006477153, 0.6891697894758878, 0.12324701121751458, 0.06683469762632177, 0.7850599207731154, 0.7614487093914272, 0.6471529053243628, 0.6346627475233892, 0.6563475583100332, 0.1669183909537194, 0.6802049412053044, 0.08177286365519143, 0.30904008718015763, 0.5003856884762311, 0.7173435912871959, 0.3100795716999776, 0.8118553751786636, 0.6451960670998867, 0.14751631763782502, 0.4287184321684814, 0.8449826449634551, 0.15748378543000474, 0.9239088410219308, 0.5775946609033057, 0.8893290467440735, 0.39793310364394274, 0.030481908348975906, 0.8470173165522547, 0.2704585299116541, 0.8967051926979284, 0.45943039097992056, 0.25374063209694153, 0.7176515159285771, 0.7641327735395032, 0.4886843788813743, 0.6733288237428041, 0.06395881858139363, 0.4270672479677178, 0.30433595273155845, 0.4939432213311893, 0.5702849913222812, 0.5088369882675321, 0.8055349732317845, 0.36518490253486446, 0.7653568098669178, 0.7125221569536007, 0.73114798781292, 0.7219375534394287, 0.3713348962475971, 0.1537319742223191, 0.62968950664741, 0.9658898277396788, 0.6013697420075311, 0.8924810433710851, 0.6867196864147672, 0.1561376794494591, 0.5008145025601083, 0.3628955979465964, 0.2530023359849065, 0.38276204449394835, 0.6123790518190264, 0.38015540780309487, 0.5870552925619915, 0.11276227455555576, 0.49089476507055174, 0.06886586245886261, 0.027778195138889905, 0.14579166779842645, 0.5997206580237429, 0.8010589324920236, 0.23592080002718563, 0.16447254383521226, 0.18178197886644365, 0.43859728096672024, 0.7223021594731662, 0.7818420331440599, 0.54201176749653, 0.8573265448126438, 0.22717026656784733, 0.33879829655050153, 0.001756348233072469, 0.17731629622522416, 0.9248509572403455, 0.6152868009466999, 0.005673223984816178, 0.2155973293461938, 0.568351284945399, 0.42244394145944786, 0.28304088958387286, 0.7095085784099754, 0.2857460324245219, 0.16834713426134973
