0.567765183830138, 0.012713916118014978, 0.05734914756479359, 0.03436430475868535, 0.9833709226616459, 0.1217291050325977, 0.5753182189883354, 0.15561395239299314, 0.8919907165973775, 0.23352390726342598, 
0.8993261672786318, 0.7327281203869123, 0.8026698510007417, 0.17511874514558112, 0.062051395286429, 0.4919520837010817, 0.031846690574291125, 0.30209989743853805, 0.5271460501074285, 0.9829378691637913, 
0.6205304179552394, 0.26335820634339013, 0.8308098434304099, 0.44134275349316276, 0.10305581001084918, 0.2557200779303348, 0.0956863592798538, 0.9421423231307234, 0.20788706665466994, 0.45105558666724743, 
0.4378649862620583, 0.7756126567205679, 0.5421252663521815, 0.6496287781190553, 0.8337762997791625, 0.9717960460549357, 0.00491134019307593, 0.06397021805899705, 0.025007816057644905, 0.18155245468267645, 
0.04035111355583154, 0.03129579817108219, 0.808459931455811, 0.3081282664195668, 0.22136868446512603, 0.9897132597157554, 0.46443845294210595, 0.177261560966965, 0.882961951540977, 0.8003443930671217, 
0.03271207094948769, 0.9387100998768313, 0.7493978527390487, 0.08218980064346781, 0.10325008755402454, 0.19356821116126288, 0.3512893392089754, 0.023919055712147363, 0.14799021184571393, 0.8933494681606187, 
0.5332316617743913, 0.996941523916304, 0.7362914531930359, 0.5953915429817077, 0.010227608012662537, 0.468160895695069, 0.9118630039948226, 0.09663961916090391, 0.5719605581260879, 0.9021672241147584, 
0.24932111806534507, 0.5650129902557205, 0.9343130136912134, 0.1991357452696394, 0.18028747401545275, 0.8423316225867403, 0.44762018933062186, 0.5430651608434072, 0.773441108418222, 0.7792156700085171, 
0.3358367518843435, 0.6235269795206599, 0.9540783711067853, 0.39392272888026814, 0.4151071715332929, 0.7568334447215614, 0.37991787504333974, 0.15236054952355493, 0.07995509650910726, 0.923439194534253, 
0.3710973630188381, 0.7714986065615603, 0.6487057389207814, 0.8986240783599381, 0.5900470168196419, 0.877121512137259, 0.6869315401537188, 0.5404913540535241, 0.8248722253439065, 0.519999100657011

0.4965669567075348, 0.6488130375230147, 0.5329400040065213, 0.4632749884505001, 0.012541119415638846, 0.7909111848884952, 0.4609792205409178, 0.24000191148709282, 0.8383496626811195, 0.8867947910662689, 0.11325086783407134, 0.8635991778853958, 0.35920976424492035, 0.1918909143363301, 0.8948373704891, 0.45178512849707364, 0.6815097611435632, 0.7247069591681254, 0.728070694843815, 0.8024174514786343, 0.3997781434142289, 0.28757443702111074, 0.9832205225810726, 0.23019997214898602, 0.31885783479515706, 0.6148733196613925, 0.8757647096844318, 0.11465477911316013, 0.9369035062261786, 0.07824928458731883, 0.02487346931423018, 0.3735262139743196, 0.021978557002654386, 0.8028887938427455, 0.20216561820494905, 0.17452639159443528, 0.5372812973972488, 0.5562385360827609, 0.5250437980549921, 0.708944153823578, 0.7582008239664115, 0.19975091562555547, 0.4997121143007821, 0.13313217690148316, 0.3639244086964699, 0.05854250057575139, 0.05573721189408498, 0.6469885850425721, 0.9605777350983289, 0.42820682730268744, 0.9326845987191973, 0.7714307828231592, 0.47447147798354006, 0.5017109753922466, 0.8550535053123457, 0.6455841384938412, 0.009661124994111203, 0.18220975530012773, 0.8654771566324614, 0.4995138952926813, 0.9091325370814299, 0.17009803233699794, 0.5222697969356953, 0.3211734009948176, 0.21575005109604806, 0.7288897267480678, 0.8791868536261207, 0.7466494251185497, 0.37152753735241184, 0.004559526710521733, 0.9394951140413789, 0.3972024060058974, 0.2655834528686729, 0.07090522964964108, 0.02359053091281582, 0.17509369569569944, 0.8701024288499366, 0.9813269075210821, 0.4148252560254113, 0.001214590377516811, 0.3386135588702649, 0.7246092904540409, 0.24086865519257905, 0.3806616538618539, 0.0026633384348417888, 0.13075504212666134, 0.8285930325528802, 0.7718693105236613, 0.5854700816787483, 0.04452259826003413, 0.5974537848803233, 0.4316124768533084, 0.6915015918489277, 0.17906092955492436, 0.9137971427377112, 0.18188874600201788, 0.37376983052853907, 0.7638422591306716, 0.4753184290617778, 0.0969460993711716
