0.13688667193014525, 0.12928581185320087, 0.35095363907299015, 0.45150986443278085, 0.31420747663005866, 0.4152518642110521, 0.516480410537813, 0.76951412895619, 0.6096562323250366, 0.6085119349897089, 
0.14463157220710066, 0.1893637375659769, 0.4045029562168838, 0.7298786196981126, 0.835167209155583, 0.22363863475501677, 0.7061624920884493, 0.3408895612592894, 0.41749435027565995, 0.7925828731317041, 
0.38225454097688705, 0.4048895058792614, 0.7959700324359408, 0.54530906214441, 0.9801762950531141, 0.9951115038336215, 0.2036167781420113, 0.5598552303589043, 0.8245956856695305, 0.7103632950530102, 
0.19581428130270706, 0.08576133056023671, 0.9916439220539948, 0.7861991781659649, 0.3423061584464546, 0.3020109599858306, 0.36824060496772526, 0.8057332719945187, 0.5720909468049055, 0.5362417755785579, 
0.7430848925380298, 0.8867128565804012, 0.5066036534227504, 0.2782517380765037, 0.9308935762273388, 0.4906440874599193, 0.5404043771915495, 0.8959414690828126, 0.4936064020935309, 0.6358931339599856, 
0.3043533093977695, 0.41949130288343095, 0.8680324493663476, 0.22851373128642571, 0.9320095537629364, 0.5419524577632334, 0.48215272115282437, 0.8254667490522662, 0.48806879555911786, 0.8498813990244011, 
0.5040860743707805, 0.9778262182191759, 0.4340328172686646, 0.2933303492096554, 0.42847969248089957, 0.3576344028181817, 0.4989127986911561, 0.8911665987419436, 0.7701994480775315, 0.7348817052596236, 
0.016151420598170096, 0.3460835887845525, 0.30875507811040237, 0.3444027877010156, 0.509793344964398, 0.2754764666641125, 0.0733583091433051, 0.7081871826901955, 0.270685133799208, 0.4425589677626358, 
0.5863762568337691, 0.48669753520830694, 0.41757701088888777, 0.6515514155713981, 0.3780690628660678, 0.6004630837319894, 0.3136180803337313, 0.8219342220865301, 0.1179122977721132, 0.9184460583728219, 
0.7475331746192555, 0.15243591185772842, 0.23724847065667554, 0.051929690825741726, 0.3224394672208256, 0.9906551832309431, 0.7330486377070652, 0.14746072300281887, 0.13866615879858613, 0.6749952567928097

0.5005112122289594, 0.17477849604206108, 0.6695613051635304, 0.152349595426313, 0.4857069313674045, 0.1626354444148279, 0.985760413822826, 0.9045319181145781, 0.34206960248185536, 0.6093754138915192, 0.6339306071450291, 0.5903212346890472, 0.9938233247952923, 0.7778215144162225, 0.6863337233392173, 0.2810502574401905, 0.6116712468097211, 0.04117149254687513, 0.39603379702379937, 0.721223999019745, 0.41279365200525, 0.07487471749773611, 0.24363540551661966, 0.7859914955266428, 0.7002739423297198, 0.7544325667315319, 0.6184403770126904, 0.7206249823875053, 0.043019368948748915, 0.1603200736198941, 0.7077159332426245, 0.8089197393669239, 0.09904661551545457, 0.04440064228297835, 0.7280645583637305, 0.9872555091797718, 0.930874803847743, 0.614042541240809, 0.6792135551101401, 0.8071298009255277, 0.5831878683668897, 0.694170814437917, 0.9837769567657124, 0.7077263986890443, 0.20465408447272027, 0.2766163348718944, 0.9389510635982469, 0.9963779266913343, 0.3538779941717183, 0.3467924258324887, 0.6953139191257436, 0.014332591837643904, 0.9153345555863802, 0.3777536889093239, 0.33671557982461975, 0.0030758873245941842, 0.21356299836443327, 0.4461900693183618, 0.2969493824294399, 0.6179006307598667, 0.38716752506924745, 0.3849137130467686, 0.8568968332941509, 0.9233506263655639, 0.7067279145665227, 0.2714138262497473, 0.7704565860870938, 0.9341997165594009, 0.15447569707468078, 0.1415250901269356, 0.16759392868739753, 0.24812716440939753, 0.3194828800035395, 0.5301259479954465, 0.861157127900394, 0.3049098103715534, 0.38115832661765725, 0.5108848159889294, 0.7981360442043575, 0.811222938135703, 0.29336340489026824, 0.4635258856806973, 0.0856080491875677, 0.6634322961194701, 0.8421645000925965, 0.6615082110898692, 0.6274058957418678, 0.02997015771483391, 0.08709542569109607, 0.07253276092538119, 0.30021952430366083, 0.03900401452240576, 0.7598936660159458, 0.7676639991092657, 0.961299234121769, 0.7954339087218144, 0.1995432097704516, 0.10864223758921787, 0.9191479888911606, 0.4764500440752294
